"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.048487,0.00020181,0.0027368,0.0303,0.00023297,-0.00010118,-0.00023001,0.00035741,-0.0001176,0.06052,-0.017653,-0.018522,-0.0011961,0.0018585,-0.00061153,0,0,0,0.030305,0.00049473,-0.00036805,0.015336,0.010144,0.030252,1.425e-06,1,0.5,0.35
0.00095091,-4.8596e-05,0.00022512,0.025426,0.0097664,0.0097041,-0.00035639,6.9764e-06,0.0017178,0.039169,-0.001545,-0.0017071,-0.0018532,3.6277e-05,0.0089327,0,0,0,0.025644,0.0097644,0.0094881,0.0080778,0.014965,0.01602,2.1359e-07,0,0.55,0.35
0.0019585,-9.878e-05,0.00044431,0.025636,0.0087639,0.0086409,-0.00032944,1.3341e-05,0.0016845,0.04083,-0.0030385,-0.0033583,-0.0017131,6.9372e-05,0.0087596,0,0,0,0.025832,0.0087609,0.0084478,0.0086922,0.014347,0.017231,2.7041e-07,0.05,0.55,0.35
0.004083,-0.00019931,0.00086777,0.026427,0.0070027,0.0067684,-0.00024887,2.634e-05,0.0015879,0.044591,-0.0059118,-0.006521,-0.0012941,0.00013697,0.0082571,0,0,0,0.026578,0.0069993,0.0066205,0.0099787,0.013399,0.019771,4.0724e-07,0.1,0.55,0.35
0.0064175,-0.00029501,0.0012556,0.027554,0.0055787,0.0052638,-0.00010918,4.2698e-05,0.0014486,0.048603,-0.0085332,-0.0093521,-0.00056773,0.00022203,0.0075325,0,0,0,0.027665,0.005578,0.0051539,0.011255,0.012799,0.022302,5.7905e-07,0.15,0.55,0.35
0.0089432,-0.00037736,0.0015973,0.028621,0.0043641,0.0040133,9.236e-05,6.7955e-05,0.0013045,0.052215,-0.010852,-0.011764,0.00048027,0.00035337,0.0067836,0,0,0,0.028703,0.0043686,0.0039262,0.012389,0.012333,0.02456,7.688e-07,0.2,0.55,0.35
0.011639,-0.00044219,0.0018856,0.029643,0.0034039,0.0030621,0.0003472,0.00010693,0.0011955,0.055406,-0.012815,-0.013704,0.0018054,0.00055604,0.0062166,0,0,0,0.029713,0.0034184,0.0029773,0.013368,0.012036,0.026519,9.6476e-07,0.25,0.55,0.35
0.014484,-0.0004932,0.0021136,0.030655,0.0027588,0.0024597,0.00062532,0.00015511,0.0011353,0.058178,-0.014351,-0.015129,0.0032517,0.00080656,0.0059033,0,0,0,0.030726,0.0027949,0.0023519,0.014187,0.011958,0.028157,1.1531e-06,0.3,0.55,0.35
0.017457,-0.00055341,0.0022622,0.031828,0.002502,0.002264,0.00083222,0.00013045,0.0010572,0.060384,-0.015334,-0.015954,0.0043347,0.00067927,0.0055079,0,0,0,0.031903,0.0025731,0.002118,0.014893,0.012198,0.029561,1.3558e-06,0.35,0.55,0.35
0.020527,-0.00068087,0.0022809,0.033672,0.0020618,0.0018735,0.0010172,-9.9611e-05,0.0010139,0.059123,-0.015338,-0.015797,0.0047667,-0.00030808,0.0048478,0,0,0,0.033758,0.0022622,0.0015876,0.016085,0.012536,0.031841,1.8449e-06,0.4,0.55,0.35
0.023411,-0.00088683,0.0021723,0.03474,0.00090376,0.00075211,0.00098573,-0.00032739,0.00082203,0.051703,-0.01417,-0.014477,0.0039415,-0.0012341,0.0034084,0,0,0,0.034827,0.0012989,0.00027057,0.017278,0.012132,0.034058,2.3737e-06,0.45,0.55,0.35
0.02576,-0.0010629,0.0020635,0.033947,-0.00018211,-0.00027535,0.00055464,-0.00026752,0.00030371,0.042791,-0.012661,-0.012819,0.0020023,-0.0010455,0.001236,0,0,0,0.033995,0.00020124,-0.00070594,0.01735,0.011163,0.034262,2.3826e-06,0.5,0.55,0.35
0.027705,-0.0011392,0.0020367,0.033918,-0.00060297,-0.00060835,0.00023412,-0.00015768,-5.7596e-05,0.037958,-0.011716,-0.011728,0.00078227,-0.00056626,-4.3084e-05,0,0,0,0.03393,-0.00035905,-0.00086407,0.017397,0.010902,0.034547,2.3009e-06,0.55,0.55,0.35
0.029541,-0.0011656,0.0020509,0.035003,-0.00072918,-0.00064606,0.00014792,-0.00018472,-0.00012174,0.036613,-0.011422,-0.011311,0.00043226,-0.00053007,-0.00029351,0,0,0,0.035007,-0.00048114,-0.00089788,0.017952,0.011209,0.035699,2.4192e-06,0.6,0.55,0.35
0.031363,-0.0011857,0.0020747,0.034953,-0.00089371,-0.00078605,4.7045e-05,-0.00018027,-0.00013486,0.036658,-0.011537,-0.01139,7.8973e-05,-0.00051816,-0.00040466,0,0,0,0.034956,-0.00063461,-0.0010488,0.018003,0.011091,0.035801,2.4396e-06,0.65,0.55,0.35
0.033204,-0.0012001,0.0021108,0.033792,-0.0010959,-0.0010288,-4.4822e-05,-0.00014404,-0.00014192,0.038132,-0.012094,-0.011989,-0.00025589,-0.00052921,-0.00052654,0,0,0,0.033803,-0.00081711,-0.0013185,0.017561,0.010556,0.034877,2.3668e-06,0.7,0.55,0.35
0.035161,-0.0011633,0.002197,0.033772,-0.0010481,-0.0010135,-0.00035114,-0.00025225,-0.00039564,0.043202,-0.013414,-0.013344,-0.0013493,-0.0010056,-0.001488,0,0,0,0.033812,-0.00060037,-0.0015011,0.017656,0.01057,0.034877,2.5137e-06,0.75,0.55,0.35
0.037538,-0.0010182,0.0023858,0.034594,-0.00032299,-0.00029617,-0.00076101,-0.00031236,-0.00076575,0.052588,-0.015502,-0.01544,-0.0030603,-0.0011765,-0.0030684,0,0,0,0.03466,0.00016474,-0.00085,0.017755,0.011325,0.035018,2.5703e-06,0.8,0.55,0.35
0.040485,-0.00083528,0.0026054,0.033745,0.00053212,0.0005548,-0.00079604,-6.3763e-05,-0.00077341,0.060895,-0.017483,-0.017426,-0.0037167,-0.00012627,-0.003604,0,0,0,0.033797,0.00087137,0.00016292,0.016817,0.01161,0.033288,2.0895e-06,0.85,0.55,0.35
0.043672,-0.00073648,0.0027329,0.032303,0.00052789,0.00054244,-0.00061018,0.00020134,-0.00058034,0.06354,-0.018521,-0.018483,-0.0031841,0.001047,-0.0030306,0,0,0,0.032331,0.000813,0.00022869,0.016051,0.011124,0.031815,1.6853e-06,0.9,0.55,0.35
0.046844,-0.00071647,0.0027714,0.031718,0.00013049,0.00013628,-0.00036478,0.00026054,-0.00033855,0.063277,-0.018852,-0.018837,-0.0018969,0.0013548,-0.0017605,0,0,0,0.031732,0.00043195,-0.00017844,0.015955,0.010662,0.03161,1.6279e-06,0.95,0.55,0.35
0.048424,-0.0007159,0.0027784,0.031563,3.4841e-06,5.8898e-06,-0.00019726,0.00025323,-0.0001732,0.06312,-0.018934,-0.018928,-0.0010258,0.0013168,-0.00090064,0,0,0,0.031568,0.00030126,-0.00029697,0.015932,0.010524,0.031571,1.6212e-06,1,0.55,0.35
0.00095591,-0.00012796,0.00022535,0.025556,0.0097733,0.0097424,-0.00096581,-4.1659e-06,0.0017206,0.039403,-0.0016324,-0.0017128,-0.0050222,-2.1663e-05,0.0089469,0,0,0,0.025824,0.009768,0.0094793,0.0081726,0.015024,0.016203,2.2108e-07,0,0.6,0.35
0.0019701,-0.0002548,0.00044474,0.025775,0.0087278,0.0086664,-0.00093262,-7.9523e-06,0.0016889,0.041114,-0.0032092,-0.003369,-0.0048496,-4.1352e-05,0.0087821,0,0,0,0.026016,0.0087194,0.0084336,0.0087914,0.01439,0.017442,2.8075e-07,0.05,0.6,0.35
0.0041114,-0.00050279,0.00086869,0.026598,0.0068921,0.0067762,-0.0008343,-1.4268e-05,0.0015972,0.044995,-0.0062404,-0.0065416,-0.0043383,-7.4192e-05,0.0083056,0,0,0,0.026783,0.0068821,0.0066011,0.010091,0.013422,0.020044,4.2478e-07,0.1,0.6,0.35
0.0064696,-0.00073319,0.0012574,0.027781,0.0054135,0.0052659,-0.00067391,-1.7011e-05,0.0014678,0.049155,-0.0090013,-0.0093852,-0.0035043,-8.8456e-05,0.0076323,0,0,0,0.027915,0.0054123,0.0051337,0.011391,0.01282,0.022644,6.0672e-07,0.15,0.6,0.35
0.0090269,-0.00093532,0.0016009,0.02893,0.0041626,0.0040196,-0.00046271,-1.3884e-05,0.0013414,0.052951,-0.011445,-0.011816,-0.0024061,-7.2196e-05,0.0069751,0,0,0,0.029026,0.0041796,0.0039069,0.012559,0.012371,0.024984,8.1024e-07,0.2,0.6,0.35
0.011765,-0.0011028,0.0018925,0.03008,0.0031862,0.0030876,-0.00022095,-2.3904e-06,0.0012622,0.056396,-0.013528,-0.013785,-0.0011489,-1.243e-05,0.0065633,0,0,0,0.030155,0.0032269,0.0029721,0.013591,0.012118,0.027057,1.0257e-06,0.25,0.6,0.35
0.014666,-0.0012351,0.0021251,0.031267,0.0025517,0.0025286,2.1175e-05,1.7434e-05,0.0012338,0.059486,-0.015174,-0.015234,0.00011011,9.0659e-05,0.006416,0,0,0,0.031335,0.002632,0.0023805,0.014477,0.012116,0.02883,1.2385e-06,0.3,0.6,0.35
0.017713,-0.0013439,0.0022679,0.032853,0.00235,0.0023514,0.00020992,1.8544e-06,0.0011619,0.061646,-0.01607,-0.01607,0.0010931,1.2859e-05,0.0060727,0,0,0,0.032916,0.0024678,0.0021703,0.015373,0.012518,0.030599,1.5412e-06,0.35,0.6,0.35
0.020846,-0.0014543,0.0022638,0.034506,0.0019807,0.001832,0.00034694,-9.1242e-05,0.00098645,0.059306,-0.015483,-0.015793,0.0015801,-0.00037591,0.004847,0,0,0,0.034567,0.0021178,0.0016338,0.016466,0.012773,0.032695,1.9945e-06,0.4,0.6,0.35
0.023691,-0.0015716,0.0021445,0.034786,0.00088202,0.00048579,0.00035971,-0.00014309,0.00059614,0.050184,-0.013487,-0.014223,0.0013442,-0.00055911,0.0025658,0,0,0,0.034837,0.0010311,0.00028577,0.017276,0.012051,0.034188,2.2947e-06,0.45,0.6,0.35
0.025904,-0.0016609,0.0020483,0.034471,-0.00014767,-0.00056977,0.00022379,-8.2717e-05,0.00012976,0.040713,-0.011761,-0.012484,0.00067852,-0.00032249,0.00056321,0,0,0,0.034493,-3.1853e-05,-0.00070821,0.017601,0.011251,0.034872,2.3453e-06,0.5,0.6,0.35
0.027758,-0.0017059,0.0020277,0.03517,-0.00054455,-0.00068321,0.00014933,-5.529e-05,-4.4349e-05,0.036882,-0.011265,-0.011502,0.00038157,-0.00017601,-6.8519e-05,0,0,0,0.035174,-0.00042099,-0.00081073,0.017992,0.011314,0.035793,2.423e-06,0.55,0.6,0.35
0.02958,-0.0017323,0.0020369,0.035928,-0.00066974,-0.00053685,0.00014598,-9.1692e-05,-8.2094e-05,0.03644,-0.011333,-0.011162,0.00037563,-0.00024144,-0.00020345,0,0,0,0.03593,-0.00043066,-0.00077771,0.018354,0.011574,0.036535,2.5153e-06,0.6,0.6,0.35
0.031401,-0.0017581,0.0020613,0.035881,-0.0008357,-0.00068211,0.00011369,-8.5399e-05,-0.00016754,0.036488,-0.011443,-0.011245,0.00030042,-0.00022511,-0.00044868,0,0,0,0.035884,-0.00058951,-0.00093043,0.018407,0.011455,0.036645,2.538e-06,0.65,0.6,0.35
0.033228,-0.0017849,0.0021035,0.035059,-0.0010383,-0.0011238,8.5265e-05,-3.5416e-05,-0.00015011,0.037063,-0.011611,-0.011772,0.00024218,-0.00012259,-0.00044953,0,0,0,0.035063,-0.00089937,-0.0012671,0.018165,0.010966,0.03615,2.4958e-06,0.7,0.6,0.35
0.035095,-0.0017967,0.0021848,0.034343,-0.00097498,-0.0013195,-3.0762e-05,-5.5214e-05,-0.00021259,0.041149,-0.012428,-0.013024,-0.00011916,-0.00024354,-0.00075599,0,0,0,0.034363,-0.00083821,-0.0014762,0.01792,0.010683,0.035528,2.4804e-06,0.75,0.6,0.35
0.037338,-0.0017672,0.0023621,0.034716,-0.00027132,-0.0005634,-0.00022045,-0.00011576,-0.00052395,0.051123,-0.01469,-0.015214,-0.00086811,-0.00045976,-0.0021548,0,0,0,0.034756,-8.4871e-05,-0.00079018,0.017773,0.011294,0.035202,2.5025e-06,0.8,0.6,0.35
0.040249,-0.0017158,0.0025947,0.034662,0.00050226,0.00049605,-0.00028414,-5.5459e-05,-0.00072654,0.061178,-0.01752,-0.017477,-0.0013314,-0.00020482,-0.0035169,0,0,0,0.034699,0.00073784,0.00022286,0.017238,0.011887,0.034223,2.2743e-06,0.85,0.6,0.35
0.043507,-0.0016888,0.0027483,0.03345,0.00042452,0.00062762,-0.00024125,5.56e-05,-0.00066046,0.064999,-0.019207,-0.018679,-0.0012626,0.00028956,-0.0034728,0,0,0,0.033473,0.00073847,0.00029073,0.016591,0.011501,0.032961,1.9131e-06,0.9,0.6,0.35
0.046765,-0.0016886,0.0027956,0.032534,-1.1737e-05,0.0002332,-0.00015322,8.6916e-05,-0.00040025,0.064935,-0.019684,-0.019047,-0.00079677,0.00045196,-0.0020813,0,0,0,0.032545,0.00032636,-0.00011569,0.01633,0.010918,0.032442,1.7593e-06,0.95,0.6,0.35
0.048386,-0.0016916,0.0028015,0.032327,-0.00015254,7.9975e-05,-8.8952e-05,8.1988e-05,-0.00021345,0.064697,-0.019749,-0.019145,-0.00046255,0.00042634,-0.00111,0,0,0,0.032331,0.00017173,-0.00024866,0.01629,0.010751,0.032372,1.7473e-06,1,0.6,0.35
0.00095829,-0.00021183,0.00022407,0.025614,0.0097477,0.0097568,-0.0016091,-1.5654e-05,0.0017107,0.039526,-0.0017272,-0.0017034,-0.0083672,-8.14e-05,0.0088957,0,0,0,0.025982,0.0097475,0.0093895,0.0082961,0.01504,0.016417,2.2983e-07,0,0.65,0.35
0.0019763,-0.0004197,0.00044228,0.025835,0.0086529,0.0086708,-0.0015679,-2.9962e-05,0.0016793,0.041275,-0.0033975,-0.0033509,-0.0081532,-0.0001558,0.0087323,0,0,0,0.026165,0.0086572,0.0083361,0.0089145,0.014386,0.017671,2.9191e-07,0.05,0.65,0.35
0.0041275,-0.00082335,0.00086406,0.026665,0.0067284,0.0067644,-0.0014472,-5.6532e-05,0.0015885,0.045234,-0.0066006,-0.0065071,-0.0075255,-0.00029397,0.0082603,0,0,0,0.026918,0.0067509,0.0064881,0.010215,0.013386,0.020301,4.413e-07,0.1,0.65,0.35
0.0064996,-0.0011951,0.0012509,0.027852,0.0051861,0.0052433,-0.0012615,-8.0021e-05,0.0014604,0.049447,-0.009485,-0.0093363,-0.0065597,-0.00041611,0.0075942,0,0,0,0.028035,0.0052458,0.005001,0.011517,0.012761,0.022913,6.2837e-07,0.15,0.65,0.35
0.0090722,-0.0015218,0.001593,0.02899,0.0039052,0.0039908,-0.0010422,-0.00010219,0.0013358,0.053243,-0.011978,-0.011756,-0.0054194,-0.00053141,0.0069462,0,0,0,0.02912,0.004015,0.0037515,0.012684,0.012295,0.025238,8.346e-07,0.2,0.65,0.35
0.011824,-0.001795,0.0018836,0.030116,0.0029328,0.0030571,-0.00082861,-0.00012452,0.0012586,0.056638,-0.014038,-0.013715,-0.0043088,-0.00064749,0.0065445,0,0,0,0.030213,0.003093,0.0027999,0.013707,0.012035,0.027268,1.049e-06,0.25,0.65,0.35
0.014736,-0.0020106,0.0021156,0.031269,0.0023279,0.0024997,-0.00064439,-0.00014585,0.0012321,0.059641,-0.015605,-0.015159,-0.0033508,-0.00075843,0.0064067,0,0,0,0.03135,0.0025406,0.002206,0.014572,0.012032,0.028979,1.2565e-06,0.3,0.65,0.35
0.017788,-0.0021615,0.0022583,0.032817,0.0021711,0.0023261,-0.00046708,-0.0001214,0.0011623,0.061698,-0.016391,-0.015992,-0.0024472,-0.00062769,0.0060741,0,0,0,0.032886,0.0023981,0.0020304,0.015428,0.012438,0.030674,1.5508e-06,0.35,0.65,0.35
0.020921,-0.0022319,0.0022551,0.034431,0.0018441,0.0018111,-0.00031008,-1.026e-05,0.00098981,0.059265,-0.015688,-0.015718,-0.0015529,-0.00010467,0.0048613,0,0,0,0.034491,0.0020364,0.0015587,0.016466,0.012695,0.032698,1.9931e-06,0.4,0.65,0.35
0.023762,-0.0022365,0.0021374,0.034684,0.00078847,0.0004721,-0.00012028,5.8777e-05,0.00060296,0.05009,-0.013584,-0.014158,-0.00058746,0.00023996,0.0025907,0,0,0,0.034732,0.00095847,0.00025415,0.017239,0.011982,0.034134,2.2832e-06,0.45,0.65,0.35
0.025969,-0.0022369,0.0020427,0.034359,-0.00018298,-0.00057268,0.00012279,9.8024e-06,0.00013829,0.040596,-0.011767,-0.012433,0.00031547,0.0001051,0.00059072,0,0,0,0.034381,-5.6942e-05,-0.00072061,0.017551,0.011201,0.034777,2.3263e-06,0.5,0.65,0.35
0.027817,-0.0022639,0.002023,0.035048,-0.00052817,-0.00067916,0.00022716,-2.7403e-06,-3.6593e-05,0.036747,-0.011211,-0.011463,0.00062632,1.9618e-05,-4.6456e-05,0,0,0,0.035052,-0.00041412,-0.00079791,0.017925,0.01128,0.035662,2.3967e-06,0.55,0.65,0.35
0.029631,-0.0022987,0.002033,0.035797,-0.00062243,-0.00053073,0.00018766,5.2174e-05,-7.6011e-05,0.036292,-0.011248,-0.011131,0.0004954,0.00013842,-0.00018756,0,0,0,0.035799,-0.00041522,-0.00074007,0.018269,0.011548,0.036378,2.4833e-06,0.6,0.65,0.35
0.031445,-0.0023298,0.002058,0.035754,-0.00077341,-0.00067508,0.00012291,6.0471e-05,-0.00016355,0.036338,-0.011343,-0.011218,0.00031571,0.00016026,-0.00043826,0,0,0,0.035756,-0.00056253,-0.00088818,0.018322,0.011435,0.036483,2.5048e-06,0.65,0.65,0.35
0.033264,-0.0023594,0.0021007,0.034945,-0.00097855,-0.0011169,3.8266e-05,1.9709e-05,-0.0001485,0.036921,-0.011512,-0.011747,8.1961e-05,8.0844e-05,-0.00044549,0,0,0,0.034949,-0.00086376,-0.0012361,0.018093,0.01095,0.036002,2.4659e-06,0.7,0.65,0.35
0.035125,-0.002404,0.0021823,0.034243,-0.00093318,-0.0013157,5.4395e-05,4.1436e-05,-0.00021186,0.041013,-0.012342,-0.012998,0.00017207,0.0002014,-0.00075393,0,0,0,0.034262,-0.0008134,-0.001455,0.017859,0.010665,0.035404,2.4545e-06,0.75,0.65,0.35
0.037361,-0.0024889,0.0023594,0.034623,-0.00025472,-0.00056588,0.00017699,9.6092e-05,-0.00052238,0.050983,-0.014627,-0.015185,0.00069178,0.00038136,-0.0021488,0,0,0,0.034662,-8.1979e-05,-0.00077795,0.01772,0.011267,0.0351,2.4807e-06,0.8,0.65,0.35
0.040264,-0.0025912,0.0025918,0.034581,0.00049758,0.00048865,0.00021491,2.8097e-05,-0.00072479,0.061042,-0.017484,-0.017444,0.001015,7.3205e-05,-0.003509,0,0,0,0.034618,0.00073096,0.00021887,0.017199,0.011856,0.034147,2.2596e-06,0.85,0.65,0.35
0.043516,-0.0026588,0.0027454,0.033384,0.00040505,0.00061855,0.00017939,-8.7949e-05,-0.00065938,0.064885,-0.019201,-0.018646,0.00095027,-0.00045668,-0.0034672,0,0,0,0.033406,0.00073371,0.00026792,0.016569,0.011469,0.032908,1.9043e-06,0.9,0.65,0.35
0.046769,-0.0026848,0.0027928,0.032476,-4.1237e-05,0.00022356,0.00010852,-0.00012179,-0.00039972,0.064843,-0.019702,-0.019014,0.00056433,-0.00063332,-0.0020786,0,0,0,0.032486,0.00032161,-0.0001496,0.016318,0.010886,0.032404,1.753e-06,0.95,0.65,0.35
0.048388,-0.0026908,0.0027988,0.032272,-0.00018578,7.0092e-05,5.1706e-05,-0.00011762,-0.00021318,0.064613,-0.019777,-0.019111,0.00026887,-0.00061165,-0.0011085,0,0,0,0.032276,0.0001654,-0.00028526,0.016281,0.010719,0.032339,1.7419e-06,1,0.65,0.35
0.00095858,-0.00030068,0.00022142,0.025613,0.0096885,0.0097506,-0.0022861,-2.5995e-05,0.0016893,0.039563,-0.0018413,-0.0016798,-0.011888,-0.00013517,0.0087846,0,0,0,0.026135,0.0097177,0.0092001,0.0084673,0.015017,0.016682,2.4072e-07,0,0.7,0.35
0.0019782,-0.00059455,0.0004372,0.025827,0.0085311,0.0086547,-0.0022295,-4.9807e-05,0.0016568,0.041343,-0.0036268,-0.0033055,-0.011593,-0.000259,0.0086153,0,0,0,0.026295,0.0085988,0.0081196,0.0090875,0.014338,0.017941,3.0486e-07,0.05,0.7,0.35
0.0041343,-0.0011629,0.00085439,0.026636,0.0064924,0.0067284,-0.0020647,-9.4695e-05,0.0015626,0.04534,-0.007034,-0.0064203,-0.010736,-0.00049241,0.0081254,0,0,0,0.026992,0.0066474,0.0062173,0.010387,0.013286,0.020564,4.577e-07,0.1,0.7,0.35
0.0065121,-0.0016817,0.001237,0.027772,0.0048745,0.005189,-0.001821,-0.00013678,0.0014273,0.049505,-0.010028,-0.0092097,-0.009469,-0.00071126,0.0074218,0,0,0,0.028025,0.0051235,0.0046872,0.011669,0.012612,0.023124,6.442e-07,0.15,0.7,0.35
0.0090848,-0.0021331,0.0015745,0.028801,0.0035758,0.0039196,-0.0015554,-0.0001808,0.0012885,0.053105,-0.012481,-0.011587,-0.0080882,-0.00094017,0.0067,0,0,0,0.028977,0.0038987,0.0034207,0.012778,0.012099,0.025322,8.4061e-07,0.2,0.7,0.35
0.011823,-0.0025066,0.0018597,0.029745,0.0026367,0.0029644,-0.0013298,-0.00023023,0.0011853,0.05613,-0.014353,-0.0135,-0.0069148,-0.0011972,0.0061637,0,0,0,0.029873,0.0029993,0.0024737,0.0137,0.011782,0.027141,1.0317e-06,0.25,0.7,0.35
0.014698,-0.0027957,0.0020859,0.030653,0.0020877,0.0023678,-0.0011707,-0.00027932,0.0011306,0.058633,-0.015637,-0.014909,-0.0060878,-0.0014525,0.005879,0,0,0,0.030756,0.0024608,0.0018918,0.014432,0.011703,0.028585,1.2036e-06,0.3,0.7,0.35
0.017686,-0.0029842,0.0022341,0.031713,0.0019674,0.0021826,-0.0010154,-0.00024536,0.0010579,0.060524,-0.016285,-0.015727,-0.0052931,-0.0012746,0.0055113,0,0,0,0.031798,0.0023125,0.0017527,0.015023,0.011954,0.02977,1.3818e-06,0.35,0.7,0.35
0.020755,-0.0030261,0.0022548,0.033434,0.0016525,0.0018019,-0.00091123,1.2855e-06,0.0010214,0.058977,-0.015943,-0.015575,-0.0043789,-0.00016618,0.0048798,0,0,0,0.033512,0.0020272,0.0013493,0.016082,0.012296,0.031831,1.8363e-06,0.4,0.7,0.35
0.023626,-0.0029314,0.0021507,0.03441,0.00062043,0.00069957,-0.00068397,0.00024587,0.00083738,0.051381,-0.014453,-0.01428,-0.002876,0.00091271,0.0034642,0,0,0,0.034482,0.0011075,0.00014091,0.01717,0.01191,0.033871,2.3299e-06,0.45,0.7,0.35
0.025956,-0.0028356,0.0020467,0.033598,-0.00029011,-0.0002918,-0.00017583,0.00020068,0.00032428,0.042401,-0.012671,-0.012663,-0.00080722,0.0008322,0.0013032,0,0,0,0.033637,0.0001242,-0.00074518,0.017191,0.011005,0.03396,2.3196e-06,0.5,0.7,0.35
0.027881,-0.0028253,0.002023,0.033562,-0.00054846,-0.00059612,0.00014504,0.00010793,-3.645e-05,0.037537,-0.011541,-0.01161,0.00030697,0.00042391,1.9066e-05,0,0,0,0.033572,-0.00033543,-0.0008194,0.017196,0.010806,0.034155,2.2243e-06,0.55,0.7,0.35
0.029695,-0.0028568,0.0020393,0.034628,-0.00057747,-0.00062341,0.00017773,0.00015345,-0.0001041,0.036166,-0.011149,-0.011216,0.00044639,0.00044696,-0.00024584,0,0,0,0.034632,-0.00040736,-0.00079717,0.017714,0.011142,0.035236,2.3278e-06,0.6,0.7,0.35
0.031494,-0.0028922,0.0020651,0.034589,-0.00070066,-0.00076069,0.00017084,0.0001625,-0.00012376,0.036208,-0.011223,-0.01131,0.00049682,0.00047267,-0.00037473,0,0,0,0.034593,-0.0005315,-0.00093383,0.017763,0.011042,0.035328,2.3457e-06,0.65,0.7,0.35
0.033312,-0.0029345,0.0021026,0.033467,-0.0009152,-0.0010065,0.00013889,0.0001325,-0.00013665,0.037698,-0.011779,-0.011915,0.00049893,0.00049843,-0.00051131,0,0,0,0.033478,-0.0007164,-0.0012161,0.017347,0.010515,0.03445,2.2822e-06,0.7,0.7,0.35
0.035248,-0.0030291,0.0021895,0.033473,-0.00092543,-0.0010054,0.00034063,0.00023869,-0.00039097,0.042775,-0.013143,-0.013267,0.0012848,0.00096189,-0.0014722,0,0,0,0.03351,-0.00054562,-0.0014229,0.017467,0.010514,0.034508,2.4349e-06,0.75,0.7,0.35
0.037604,-0.0032316,0.0023779,0.034313,-0.00027788,-0.00030837,0.00068486,0.00029179,-0.00075937,0.05216,-0.015309,-0.015354,0.0027433,0.0010938,-0.0030438,0,0,0,0.034375,0.0001658,-0.00081363,0.017594,0.011242,0.034713,2.5018e-06,0.8,0.7,0.35
0.040529,-0.0034679,0.0025971,0.03351,0.00051451,0.00053087,0.00070138,3.7456e-05,-0.00076849,0.060499,-0.017381,-0.017333,0.0032665,-6.7493e-07,-0.003582,0,0,0,0.033558,0.00085121,0.0001463,0.016706,0.011519,0.033067,2.047e-06,0.85,0.7,0.35
0.043699,-0.0036105,0.0027247,0.032113,0.00046607,0.00051464,0.00053035,-0.00023195,-0.00057803,0.063215,-0.018514,-0.018388,0.0027722,-0.0012059,-0.0030185,0,0,0,0.032138,0.0007874,0.00016798,0.015985,0.011031,0.031666,1.6623e-06,0.9,0.7,0.35
0.046856,-0.0036589,0.0027635,0.03155,3.7788e-05,0.00010581,0.00030917,-0.00029454,-0.00033756,0.063015,-0.018918,-0.018741,0.0016077,-0.0015316,-0.0017553,0,0,0,0.031562,0.00039553,-0.00026367,0.015913,0.010565,0.031502,1.6113e-06,0.95,0.7,0.35
0.04843,-0.0036693,0.0027706,0.031402,-0.00010038,-2.5668e-05,0.00015321,-0.00028842,-0.00017267,0.06288,-0.019027,-0.018832,0.00079671,-0.0014998,-0.00089791,0,0,0,0.031407,0.00025848,-0.00038903,0.015898,0.010425,0.031478,1.6069e-06,1,0.7,0.35
0.00095859,-0.00039596,0.0002178,0.025598,0.0095961,0.0097354,-0.0030029,-3.3568e-05,0.0016598,0.039596,-0.0020076,-0.0016454,-0.015615,-0.00017456,0.0086307,0,0,0,0.026334,0.0096918,0.0089037,0.008715,0.014976,0.017051,2.5591e-07,0,0.75,0.35
0.0019798,-0.00078238,0.00043027,0.025795,0.0083452,0.0086224,-0.0029145,-6.444e-05,0.0016249,0.04141,-0.0039603,-0.0032395,-0.015156,-0.00033509,0.0084496,0,0,0,0.026449,0.0085506,0.0077631,0.0093431,0.014254,0.018307,3.2221e-07,0.05,0.75,0.35
0.004141,-0.0015268,0.00084119,0.026557,0.0061418,0.0066628,-0.0026616,-0.00012296,0.0015239,0.045432,-0.0076486,-0.006294,-0.01384,-0.00063941,0.0079243,0,0,0,0.027042,0.0065633,0.0057565,0.010643,0.013121,0.020896,4.7743e-07,0.1,0.75,0.35
0.006523,-0.0021979,0.0012177,0.027595,0.0044326,0.0050958,-0.0022978,-0.0001784,0.0013754,0.049472,-0.010749,-0.0090247,-0.011949,-0.00092766,0.0071522,0,0,0,0.027924,0.0050185,0.0041802,0.011872,0.012374,0.023339,6.5847e-07,0.15,0.75,0.35
0.0090882,-0.0027699,0.0015486,0.028443,0.0031389,0.0038054,-0.0019175,-0.00023613,0.0012129,0.05272,-0.013071,-0.011338,-0.0099708,-0.0012279,0.0063071,0,0,0,0.02866,0.0037831,0.002944,0.012858,0.011796,0.025309,8.3507e-07,0.2,0.75,0.35
