"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.022727,-0.001548,0.0036863,0.030307,0.0010833,0.00039846,0.00030879,-0.00014405,0.0013642,0.052949,-0.014257,-0.015732,0.001287,-0.00056255,0.0064247,0,0,0,0.030389,0.0012166,0.0001835,0.015103,0.010596,0.029707,1.5674e-06,0.45,0.6,0.25
0.025298,-0.0016365,0.0034375,0.030337,0.00047527,-0.00068239,0.00031607,-0.00024031,0.0011106,0.047229,-0.012829,-0.015299,0.0011981,-0.00095606,0.0049074,0,0,0,0.030402,0.00059133,-0.00086346,0.015633,0.010043,0.030571,1.7696e-06,0.5,0.6,0.25
0.027526,-0.0016946,0.0032652,0.029752,4.1477e-05,-0.00089053,0.00018427,-0.00020021,0.00064991,0.042478,-0.011998,-0.014144,0.00068983,-0.00081977,0.0028016,0,0,0,0.029782,0.00016712,-0.0010466,0.015414,0.0096342,0.03025,1.7313e-06,0.55,0.6,0.25
0.029575,-0.0017245,0.0032119,0.029526,-0.0001937,-0.00075555,0.00010223,-0.00013488,0.00012072,0.040812,-0.011931,-0.013453,0.00037708,-0.00055139,0.00055577,0,0,0,0.029536,-4.1381e-05,-0.00091753,0.015227,0.0095256,0.030032,1.7043e-06,0.6,0.6,0.25
0.031608,-0.0017502,0.0032424,0.029498,-0.00031378,-0.00083494,8.4866e-05,-0.00013198,-0.00043249,0.040855,-0.012052,-0.0135,0.00027545,-0.00054208,-0.0017964,0,0,0,0.029513,-0.00015306,-0.0010112,0.015262,0.0094497,0.030112,1.7178e-06,0.65,0.6,0.25
0.033661,-0.0017731,0.0033623,0.02966,-0.00033975,-0.0011526,-1.2972e-05,-0.00019125,-0.00089713,0.04262,-0.01239,-0.014307,-8.0971e-05,-0.00078956,-0.0037957,0,0,0,0.029701,-0.00019597,-0.0013383,0.01552,0.0093891,0.030494,1.7757e-06,0.7,0.6,0.25
0.035899,-0.0017708,0.0036187,0.030174,-0.00019741,-0.0011546,-0.00017356,-0.00022289,-0.0012296,0.047515,-0.013591,-0.015625,-0.00065907,-0.00088388,-0.0053776,0,0,0,0.030244,-5.1593e-05,-0.0013697,0.015807,0.0096075,0.030982,1.8465e-06,0.75,0.6,0.25
0.038489,-0.0017428,0.0039831,0.030117,0.0001151,-0.00024862,-0.00021894,-0.00011016,-0.0012939,0.053487,-0.015557,-0.016244,-0.00091351,-0.00039525,-0.006032,0,0,0,0.030187,0.00040022,-0.00060432,0.015396,0.0099944,0.030306,1.6644e-06,0.8,0.6,0.25
0.041312,-0.00172,0.0043073,0.029423,0.00018091,0.00063732,-0.00017257,4.8026e-05,-0.0010562,0.056854,-0.017202,-0.01599,-0.00084637,0.0002875,-0.0052931,0,0,0,0.02947,0.00078771,-1.6309e-05,0.014743,0.01008,0.029094,1.3449e-06,0.85,0.6,0.25
0.044192,-0.0017157,0.0044879,0.029086,-7.3235e-05,0.00072359,-0.00013141,0.00011096,-0.00075515,0.057782,-0.018032,-0.01596,-0.00068334,0.00057699,-0.0039268,0,0,0,0.029111,0.00076222,-0.00013651,0.014624,0.0099121,0.028809,1.2334e-06,0.9,0.6,0.25
0.04709,-0.001719,0.0045596,0.029106,-0.00029388,0.00051002,-7.5225e-05,0.00011253,-0.00040286,0.058082,-0.018357,-0.016267,-0.00039117,0.00058516,-0.0020949,0,0,0,0.029116,0.00056638,-0.00036052,0.014738,0.009774,0.029025,1.2583e-06,0.95,0.6,0.25
0.048544,-0.0017209,0.0045788,0.029115,-0.00035995,0.00042169,-4.2613e-05,0.00011042,-0.00018557,0.058194,-0.018442,-0.01641,-0.00022159,0.0005742,-0.00096499,0,0,0,0.029119,0.00048486,-0.00042689,0.014773,0.0097257,0.029101,1.2676e-06,1,0.6,0.25
0.00095217,-0.00020643,0.00040296,0.025427,0.0096756,0.0095615,-0.0015664,-2.4487e-05,0.0030594,0.039312,-0.001642,-0.0019387,-0.0081451,-0.00012733,0.015909,0,0,0,0.026169,0.0096436,0.0088513,0.008659,0.014888,0.016937,2.5067e-07,0,0.65,0.25
0.0019656,-0.00040939,0.0007948,0.025615,0.0085699,0.0083418,-0.0015243,-4.7009e-05,0.0029732,0.041083,-0.0032342,-0.0038273,-0.0079262,-0.00024444,0.015461,0,0,0,0.026274,0.0085161,0.0077364,0.0092689,0.014176,0.018162,3.1434e-07,0.05,0.65,0.25
0.0041083,-0.00080399,0.0015475,0.02634,0.0066158,0.0061919,-0.0014009,-8.9012e-05,0.0027271,0.044996,-0.0062877,-0.0073899,-0.0072848,-0.00046286,0.014181,0,0,0,0.026828,0.00654,0.0057801,0.010524,0.013049,0.020681,4.6263e-07,0.1,0.65,0.25
0.0064652,-0.001168,0.0022226,0.027312,0.0050401,0.004527,-0.0012094,-0.00012599,0.0023772,0.048883,-0.009023,-0.010357,-0.0062887,-0.00065516,0.012361,0,0,0,0.027641,0.0049841,0.0042532,0.011694,0.012293,0.023034,6.3315e-07,0.15,0.65,0.25
0.0089966,-0.0014877,0.0027956,0.028062,0.0037291,0.0032777,-0.00097755,-0.00015911,0.0020172,0.05192,-0.011346,-0.012519,-0.0050832,-0.00082736,0.010489,0,0,0,0.028276,0.0037263,0.003066,0.012605,0.01169,0.024888,7.9465e-07,0.2,0.65,0.25
0.011657,-0.0017546,0.0032542,0.028586,0.002711,0.0024524,-0.00074073,-0.00018785,0.0017295,0.054073,-0.013201,-0.013873,-0.0038518,-0.00097685,0.0089932,0,0,0,0.028728,0.0027895,0.0022312,0.013249,0.01125,0.026223,9.2769e-07,0.25,0.65,0.25
0.014404,-0.0019656,0.003593,0.028909,0.0019933,0.0019961,-0.0005276,-0.00020881,0.0015465,0.055425,-0.014557,-0.01455,-0.0027435,-0.0010858,0.0080418,0,0,0,0.029014,0.0021876,0.001697,0.013659,0.010966,0.027076,1.0212e-06,0.3,0.65,0.25
0.0172,-0.0021208,0.0038009,0.029079,0.0015903,0.0017997,-0.00035163,-0.00021165,0.0014191,0.056124,-0.015347,-0.014802,-0.0018285,-0.0011006,0.0073794,0,0,0,0.029163,0.0018948,0.001411,0.013876,0.010823,0.027514,1.0741e-06,0.35,0.65,0.25
0.020016,-0.002219,0.0038345,0.029508,0.0013838,0.0014394,-0.00022007,-0.00014215,0.001382,0.055839,-0.015361,-0.015185,-0.0011106,-0.00076798,0.0069796,0,0,0,0.029586,0.0016657,0.0010797,0.014253,0.010777,0.028219,1.2285e-06,0.4,0.65,0.25
0.0228,-0.0022599,0.0036719,0.030223,0.0010038,0.00039147,-0.00015384,2.778e-05,0.0013701,0.052854,-0.014354,-0.015659,-0.00065892,9.0786e-06,0.0064513,0,0,0,0.030302,0.0011648,0.00015123,0.015076,0.010539,0.029661,1.5584e-06,0.45,0.65,0.25
0.025365,-0.0022681,0.0034259,0.030238,0.00043668,-0.00068087,-5.8048e-05,0.00015769,0.0011165,0.047097,-0.012846,-0.015232,-0.00021967,0.0006173,0.0049309,0,0,0,0.0303,0.00054186,-0.00084826,0.015574,0.0099978,0.030483,1.7537e-06,0.5,0.65,0.25
0.027586,-0.0022854,0.0032561,0.029653,4.6262e-05,-0.00088301,9.4789e-05,0.00014808,0.00065488,0.042333,-0.011953,-0.014091,0.00031256,0.00062911,0.0028192,0,0,0,0.029683,0.00015559,-0.0010222,0.015352,0.0096053,0.030142,1.7131e-06,0.55,0.65,0.25
0.029628,-0.0023188,0.0032045,0.029428,-0.00016154,-0.00074704,0.00014556,0.00010508,0.00012472,0.040661,-0.011851,-0.013412,0.00049517,0.00044608,0.00056948,0,0,0,0.029438,-2.8702e-05,-0.00088998,0.015164,0.0095064,0.029914,1.6847e-06,0.6,0.65,0.25
0.031652,-0.0023502,0.0032362,0.0294,-0.00027129,-0.00082744,9.8362e-05,0.00011272,-0.00042926,0.0407,-0.011957,-0.013466,0.00036766,0.00047437,-0.0017845,0,0,0,0.029416,-0.00012993,-0.00098441,0.0152,0.0094338,0.029989,1.6972e-06,0.65,0.65,0.25
0.033698,-0.0023822,0.0033568,0.029565,-0.00029847,-0.0011472,0.00011542,0.00017189,-0.00089441,0.042465,-0.012291,-0.014276,0.00044622,0.00071736,-0.0037851,0,0,0,0.029607,-0.00017007,-0.0013174,0.015462,0.0093731,0.030376,1.7545e-06,0.7,0.65,0.25
0.035928,-0.002438,0.0036133,0.030083,-0.00016737,-0.0011534,0.00020152,0.00019585,-0.0012272,0.047362,-0.013502,-0.015595,0.00075727,0.00077086,-0.0053685,0,0,0,0.030152,-3.4563e-05,-0.0013553,0.015754,0.0095875,0.030875,1.8257e-06,0.75,0.65,0.25
0.038511,-0.0025163,0.0039776,0.030037,0.00013076,-0.00025203,0.00019543,7.3184e-05,-0.0012925,0.053344,-0.015485,-0.016217,0.00079742,0.00021889,-0.0060269,0,0,0,0.030107,0.00040826,-0.00059969,0.015353,0.0099718,0.030219,1.6486e-06,0.8,0.65,0.25
0.041327,-0.0025838,0.0043016,0.029357,0.00018306,0.00063096,0.00012623,-9.565e-05,-0.0010562,0.05673,-0.017156,-0.015965,0.00061156,-0.00053171,-0.0052937,0,0,0,0.029404,0.00079461,-2.6886e-05,0.014715,0.010057,0.02903,1.3355e-06,0.85,0.65,0.25
0.044201,-0.0026239,0.0044822,0.029029,-8.2726e-05,0.00071587,8.5749e-05,-0.00016827,-0.00075583,0.057678,-0.018012,-0.015936,0.0004459,-0.00087502,-0.0039303,0,0,0,0.029053,0.00077008,-0.00016121,0.014607,0.0098874,0.028761,1.227e-06,0.9,0.65,0.25
0.047095,-0.0026437,0.0045539,0.029053,-0.00031155,0.00050162,3.9512e-05,-0.00017617,-0.00040338,0.057993,-0.018356,-0.016242,0.00020546,-0.00091611,-0.0020976,0,0,0,0.029064,0.00057426,-0.00039431,0.014729,0.0097478,0.028986,1.2529e-06,0.95,0.65,0.25
0.048546,-0.0026499,0.0045731,0.029064,-0.00038053,0.00041306,1.1583e-05,-0.00017627,-0.00018587,0.058109,-0.018447,-0.016384,6.0234e-05,-0.00091663,-0.00096653,0,0,0,0.029068,0.00049277,-0.00046396,0.014766,0.0096989,0.029066,1.2626e-06,1,0.65,0.25
0.0009538,-0.00029102,0.0003982,0.025462,0.0096283,0.0095661,-0.0022082,-4.255e-05,0.0030212,0.039407,-0.0017602,-0.0019218,-0.011483,-0.00022126,0.01571,0,0,0,0.026331,0.0095826,0.0087431,0.0087937,0.014885,0.017185,2.6168e-07,0,0.7,0.25
0.0019704,-0.00057607,0.00078566,0.025646,0.0084586,0.0083343,-0.0021473,-8.1553e-05,0.0029333,0.041215,-0.0034707,-0.0037938,-0.011166,-0.00042408,0.015253,0,0,0,0.026417,0.0083807,0.0076406,0.0093883,0.014146,0.01842,3.2815e-07,0.05,0.7,0.25
0.0041215,-0.0011278,0.00153,0.026361,0.00639,0.006163,-0.0019699,-0.00015482,0.0026824,0.04519,-0.0067344,-0.0073246,-0.010244,-0.00080506,0.013948,0,0,0,0.026931,0.0062857,0.0056974,0.010617,0.012971,0.020947,4.8154e-07,0.1,0.7,0.25
0.0064894,-0.0016315,0.0021975,0.027305,0.0047406,0.0044813,-0.0017019,-0.00022181,0.0023239,0.049077,-0.0095905,-0.010265,-0.00885,-0.0011534,0.012084,0,0,0,0.027687,0.0046915,0.0041478,0.01177,0.012176,0.023274,6.5382e-07,0.15,0.7,0.25
0.0090292,-0.0020679,0.0027632,0.027995,0.0034125,0.0032173,-0.0013926,-0.00028681,0.0019493,0.052012,-0.011902,-0.01241,-0.0072416,-0.0014914,0.010136,0,0,0,0.02824,0.003485,0.0029004,0.01267,0.011542,0.025053,8.1037e-07,0.2,0.7,0.25
0.011691,-0.0024257,0.0032147,0.028425,0.0024252,0.0023727,-0.0010956,-0.00034995,0.0016387,0.053971,-0.013628,-0.013765,-0.005697,-0.0018198,0.0085214,0,0,0,0.028582,0.0026505,0.0019904,0.013296,0.011074,0.026268,9.3116e-07,0.25,0.7,0.25
0.014426,-0.0027009,0.0035475,0.028617,0.0017602,0.001886,-0.00084537,-0.00040379,0.0014234,0.055046,-0.014781,-0.014454,-0.0043959,-0.0020997,0.0074017,0,0,0,0.028725,0.0021475,0.0013906,0.013667,0.010754,0.026965,1.0063e-06,0.3,0.7,0.25
0.017195,-0.0028916,0.0037531,0.028617,0.001402,0.001663,-0.00064498,-0.00042204,0.0012642,0.055396,-0.015364,-0.014686,-0.0033539,-0.0021946,0.0065739,0,0,0,0.028698,0.0019033,0.001081,0.013809,0.010561,0.027216,1.036e-06,0.35,0.7,0.25
0.019966,-0.0029893,0.0038002,0.02888,0.0012476,0.0013865,-0.00049528,-0.00027989,0.0011818,0.054996,-0.015329,-0.014943,-0.0025074,-0.0015101,0.0059732,0,0,0,0.028948,0.001684,0.00088199,0.014033,0.010505,0.027675,1.1604e-06,0.4,0.7,0.25
0.022704,-0.0029857,0.003673,0.029792,0.0009704,0.00059682,-0.00045669,0.00010832,0.0011999,0.052874,-0.01464,-0.015386,-0.0020311,0.0002728,0.0055502,0,0,0,0.029862,0.0012628,0.00023416,0.014814,0.010453,0.029132,1.514e-06,0.45,0.7,0.25
0.025296,-0.0029245,0.0034554,0.030189,0.00043898,-0.00036624,-0.00035976,0.00045622,0.0011017,0.048371,-0.013521,-0.0152,-0.0014531,0.0018393,0.0046912,0,0,0,0.030254,0.00072368,-0.00071603,0.015485,0.010087,0.030282,1.7766e-06,0.5,0.7,0.25
0.027606,-0.0028912,0.0032845,0.029428,2.5153e-06,-0.00076328,-8.0792e-05,0.00048847,0.00071421,0.04354,-0.012493,-0.014228,-0.00038978,0.0020421,0.0029911,0,0,0,0.029465,0.00030035,-0.0010986,0.015282,0.0095557,0.029897,1.7087e-06,0.55,0.7,0.25
0.029689,-0.0029095,0.0032211,0.028814,-0.00016088,-0.00076964,0.00011623,0.0003904,0.00014545,0.040942,-0.011964,-0.013499,0.00037592,0.0016573,0.00064822,0,0,0,0.028827,9.6004e-05,-0.0010396,0.014933,0.0092943,0.029324,1.5999e-06,0.6,0.7,0.25
0.031708,-0.0029458,0.0032546,0.02879,-0.00025558,-0.00085084,0.00017835,0.00040241,-0.00044813,0.040982,-0.012053,-0.013563,0.00071392,0.0017027,-0.0018687,0,0,0,0.02881,1.3739e-05,-0.0011401,0.014975,0.0092277,0.029399,1.6121e-06,0.65,0.7,0.25
0.033796,-0.0030036,0.0033904,0.029345,-0.00029654,-0.0010279,0.00033029,0.00052417,-0.00095403,0.043664,-0.012777,-0.01444,0.0013376,0.0021799,-0.0039719,0,0,0,0.029398,3.3848e-05,-0.001411,0.015404,0.0093401,0.030121,1.7487e-06,0.7,0.7,0.25
0.036114,-0.0031243,0.0036508,0.030034,-7.987e-05,-0.00082768,0.00051553,0.00050841,-0.0012162,0.048593,-0.01406,-0.015597,0.0020681,0.0020566,-0.0051606,0,0,0,0.03011,0.00024584,-0.001229,0.01567,0.0097089,0.030636,1.8425e-06,0.75,0.7,0.25
0.03872,-0.0032936,0.0039879,0.029589,0.00022793,-2.4414e-05,0.00047306,0.00015939,-0.0011322,0.053251,-0.015548,-0.015978,0.0020577,0.00050885,-0.0051811,0,0,0,0.029653,0.00059864,-0.00045904,0.015056,0.009931,0.029603,1.5899e-06,0.8,0.7,0.25
0.041483,-0.003436,0.004276,0.028673,0.00022317,0.0005942,0.00033021,-0.00024566,-0.00087559,0.055662,-0.016756,-0.015767,0.0016444,-0.0013384,-0.0043884,0,0,0,0.028711,0.0008487,-6.9424e-05,0.01439,0.00983,0.028334,1.2452e-06,0.85,0.7,0.25
0.044296,-0.003517,0.0044407,0.028449,-3.7499e-05,0.00058606,0.00024258,-0.00041238,-0.00063509,0.056569,-0.017496,-0.015875,0.0012614,-0.0021444,-0.0033025,0,0,0,0.028469,0.00080125,-0.0002731,0.014371,0.0096659,0.028221,1.1565e-06,0.9,0.7,0.25
0.04714,-0.0035546,0.0045109,0.028562,-0.00024518,0.00039083,0.00012272,-0.00042974,-0.00033683,0.057037,-0.017862,-0.016209,0.00063815,-0.0022347,-0.0017515,0,0,0,0.028571,0.00062922,-0.00049203,0.014531,0.0095694,0.028519,1.1912e-06,0.95,0.7,0.25
0.048568,-0.0035657,0.0045302,0.028605,-0.00030914,0.00031538,4.9039e-05,-0.00042876,-0.00015152,0.057205,-0.01797,-0.016346,0.00025501,-0.0022295,-0.00078792,0,0,0,0.028608,0.0005596,-0.00055652,0.014582,0.0095369,0.028623,1.2037e-06,1,0.7,0.25
0.00095602,-0.00038246,0.00039152,0.025505,0.0095532,0.0095691,-0.0028936,-5.6551e-05,0.0029669,0.039537,-0.0019383,-0.0018969,-0.015047,-0.00029407,0.015428,0,0,0,0.026552,0.009525,0.0085511,0.0090002,0.014876,0.017536,2.7744e-07,0,0.75,0.25
0.0019769,-0.00075646,0.00077283,0.025678,0.0082859,0.0083166,-0.0027988,-0.00010846,0.0028755,0.041394,-0.0038247,-0.003745,-0.014554,-0.00056398,0.014953,0,0,0,0.026602,0.0082455,0.0074324,0.0095849,0.014093,0.018779,3.4732e-07,0.05,0.75,0.25
0.0041394,-0.0014774,0.0015056,0.026364,0.0060491,0.0061089,-0.0025278,-0.00020617,0.0026151,0.045434,-0.0073856,-0.0072303,-0.013145,-0.0010721,0.013599,0,0,0,0.027036,0.0060304,0.005456,0.01079,0.012841,0.0213,5.0602e-07,0.1,0.75,0.25
0.0065202,-0.002127,0.0021624,0.027249,0.0043101,0.0044012,-0.0021312,-0.00029578,0.0022403,0.049272,-0.01037,-0.010133,-0.011082,-0.001538,0.011649,0,0,0,0.027687,0.0044059,0.0038679,0.01191,0.011987,0.023556,6.771e-07,0.15,0.75,0.25
0.0090666,-0.0026779,0.0027173,0.027833,0.0029873,0.003117,-0.0016949,-0.00038215,0.0018394,0.052003,-0.012595,-0.012258,-0.0088135,-0.0019872,0.0095647,0,0,0,0.028099,0.0032543,0.0025835,0.012758,0.011312,0.025188,8.2206e-07,0.2,0.75,0.25
0.011721,-0.0031174,0.0031582,0.028113,0.0020687,0.0022459,-0.0012988,-0.00046436,0.0014891,0.053637,-0.014078,-0.013617,-0.006754,-0.0024146,0.0077434,0,0,0,0.028272,0.0025028,0.0016524,0.01331,0.010809,0.026205,9.2228e-07,0.25,0.75,0.25
0.01443,-0.0034437,0.0034817,0.028123,0.0014894,0.0017164,-0.0009789,-0.00053235,0.0012183,0.054322,-0.014925,-0.014334,-0.0050903,-0.0027682,0.0063351,0,0,0,0.028221,0.0020578,0.0010492,0.013586,0.010443,0.026683,9.7211e-07,0.3,0.75,0.25
0.017153,-0.0036572,0.0036836,0.027912,0.0011829,0.0014372,-0.0007235,-0.00055078,0.0010002,0.054252,-0.015244,-0.014582,-0.0037622,-0.002864,0.0052012,0,0,0,0.027976,0.0018137,0.00074197,0.013617,0.010177,0.026715,9.7603e-07,0.35,0.75,0.25
0.019855,-0.0037528,0.0037493,0.027703,0.0010318,0.0012062,-0.00051932,-0.00039755,0.00082779,0.05365,-0.015168,-0.014706,-0.0026749,-0.0020907,0.0042425,0,0,0,0.027749,0.0015504,0.00064227,0.013553,0.0099804,0.026665,1.0014e-06,0.4,0.75,0.25
0.02252,-0.0037293,0.0036745,0.027956,0.00078815,0.00071793,-0.0004383,2.8521e-05,0.00077461,0.052372,-0.014882,-0.014987,-0.0020789,-2.4298e-05,0.0036863,0,0,0,0.027999,0.0011644,0.00029818,0.013851,0.0098206,0.027282,1.1787e-06,0.45,0.75,0.25
0.02511,-0.0036295,0.0035088,0.02842,0.00028072,-4.1229e-05,-0.00042462,0.00051557,0.00080102,0.049539,-0.014336,-0.015016,-0.0018063,0.0022155,0.0034377,0,0,0,0.02847,0.00074414,-0.00055412,0.014512,0.0095533,0.028403,1.4299e-06,0.5,0.75,0.25
0.027522,-0.0035413,0.0033504,0.028234,-0.00013941,-0.00057562,-0.00026438,0.00073443,0.00062042,0.045537,-0.013437,-0.014433,-0.0010898,0.0032098,0.0025266,0,0,0,0.028272,0.00044158,-0.001194,0.014733,0.0091731,0.028689,1.4987e-06,0.55,0.75,0.25
0.029717,-0.0035186,0.003277,0.027659,-0.0001749,-0.00065561,2.3196e-05,0.00072194,0.00013783,0.042796,-0.012683,-0.013839,8.3423e-05,0.0032526,0.00053789,0,0,0,0.027674,0.00038007,-0.0012259,0.01445,0.0089427,0.02814,1.4173e-06,0.6,0.75,0.25
0.031822,-0.0035589,0.0033126,0.027641,-0.00025109,-0.00073472,0.00031041,0.00073599,-0.00043423,0.042837,-0.012753,-0.013913,0.0012821,0.003307,-0.0017979,0,0,0,0.027665,0.00031502,-0.0013248,0.014495,0.0088851,0.028215,1.4294e-06,0.65,0.75,0.25
0.034021,-0.0036663,0.0034624,0.028165,-0.00037473,-0.00081975,0.00054901,0.00077316,-0.00085979,0.045649,-0.013657,-0.014666,0.0022797,0.0033673,-0.0035575,0,0,0,0.028221,0.00023564,-0.0014857,0.014853,0.0089902,0.028891,1.5327e-06,0.7,0.75,0.25
0.036439,-0.0038531,0.003713,0.028279,-0.00011557,-0.00044545,0.00060234,0.00056691,-0.0009229,0.049704,-0.014738,-0.015427,0.0025919,0.002445,-0.0039804,0,0,0,0.028341,0.00037298,-0.00099551,0.014668,0.0092394,0.028684,1.4758e-06,0.75,0.75,0.25
0.039039,-0.0040764,0.0039983,0.027743,0.00021933,0.00016087,0.00046095,7.383e-05,-0.0007282,0.052608,-0.015525,-0.015594,0.0021683,0.00019658,-0.003435,0,0,0,0.027783,0.00061053,-0.00027045,0.014027,0.0093745,0.027629,1.2266e-06,0.8,0.75,0.25
0.041718,-0.0042603,0.0042312,0.027428,0.00022671,0.00044677,0.00033872,-0.00037477,-0.00055993,0.054035,-0.016151,-0.015569,0.0017349,-0.0019747,-0.0028525,0,0,0,0.02745,0.00079579,-0.00014463,0.013797,0.0093671,0.027139,1.0573e-06,0.85,0.75,0.25
0.044446,-0.0043735,0.004373,0.027591,3.5235e-05,0.00037149,0.00026727,-0.00056228,-0.00043155,0.054937,-0.016707,-0.015833,0.0013898,-0.0029238,-0.002244,0,0,0,0.027604,0.00079779,-0.00040404,0.014004,0.0093324,0.027427,1.0577e-06,0.9,0.75,0.25
0.047212,-0.00443,0.0044406,0.0278,-0.00012865,0.00022057,0.00013676,-0.00059317,-0.00022742,0.055545,-0.01707,-0.016162,0.00071117,-0.0030845,-0.0011826,0,0,0,0.027806,0.0006783,-0.00059188,0.014199,0.0092973,0.027784,1.0983e-06,0.95,0.75,0.25
0.048603,-0.0044469,0.0044602,0.027873,-0.00018429,0.00016287,5.0253e-05,-0.00059435,-9.525e-05,0.055758,-0.01719,-0.016287,0.00026132,-0.0030906,-0.0004953,0,0,0,0.027875,0.00062492,-0.00064852,0.014262,0.0092837,0.027909,1.1129e-06,1,0.75,0.25
0.00096205,-0.00048485,0.00038405,0.025634,0.0094438,0.0095902,-0.0036415,-6.3688e-05,0.0029055,0.039848,-0.002247,-0.0018663,-0.018936,-0.00033118,0.015108,0,0,0,0.026919,0.0095024,0.0082463,0.0093366,0.014889,0.018081,3.0246e-07,0,0.8,0.25
0.0019924,-0.00095853,0.00075851,0.02578,0.0080117,0.0082951,-0.0034824,-0.00012272,0.0028095,0.041777,-0.0044218,-0.003685,-0.018108,-0.00063814,0.014609,0,0,0,0.0269,0.0081476,0.0070394,0.0099303,0.014029,0.019334,3.7701e-07,0.05,0.8,0.25
0.0041777,-0.0018664,0.0014783,0.026407,0.0055154,0.006019,-0.0030437,-0.00023447,0.002537,0.045893,-0.0084246,-0.0071152,-0.015827,-0.0012192,0.013192,0,0,0,0.027187,0.0058226,0.0049312,0.011128,0.012647,0.021828,5.4158e-07,0.1,0.8,0.25
0.0065817,-0.0026685,0.002123,0.027192,0.0036863,0.0042764,-0.0024386,-0.00033669,0.0021427,0.049606,-0.011508,-0.009974,-0.012681,-0.0017508,0.011142,0,0,0,0.027669,0.0041657,0.0033195,0.012175,0.011718,0.023941,7.0723e-07,0.15,0.8,0.25
0.0091382,-0.0033274,0.0026661,0.027618,0.0024272,0.0029763,-0.0018219,-0.00043185,0.0017124,0.051993,-0.013502,-0.012074,-0.009474,-0.0022456,0.0089046,0,0,0,0.027886,0.0030331,0.0021025,0.012892,0.011007,0.025332,8.3302e-07,0.2,0.8,0.25
0.011781,-0.0038334,0.0030954,0.027709,0.0016339,0.0020838,-0.0013037,-0.00051617,0.0013197,0.053188,-0.014608,-0.013438,-0.0067794,-0.0026841,0.0068626,0,0,0,0.027853,0.0023121,0.0012615,0.013296,0.010476,0.026083,9.0693e-07,0.25,0.8,0.25
0.014457,-0.0041934,0.0034091,0.027543,0.0011734,0.0015171,-0.00090396,-0.00057712,0.00099287,0.053471,-0.015089,-0.014195,-0.0047006,-0.003001,0.0051629,0,0,0,0.027619,0.0018811,0.00073262,0.013443,0.010078,0.026332,9.3223e-07,0.3,0.8,0.25
0.017128,-0.0044159,0.0036079,0.027193,0.00093628,0.0011845,-0.00058777,-0.00057811,0.00071678,0.053113,-0.015154,-0.014508,-0.0030564,-0.0030062,0.0037273,0,0,0,0.027233,0.0016134,0.00046677,0.013383,0.0097712,0.026212,9.1999e-07,0.35,0.8,0.25
0.019768,-0.0045066,0.0036907,0.026711,0.00078653,0.00095171,-0.00032725,-0.00043694,0.00047614,0.052379,-0.015024,-0.014595,-0.0017017,-0.0022721,0.0024759,0,0,0,0.026732,0.001306,0.00041084,0.013161,0.009483,0.025887,8.8817e-07,0.4,0.8,0.25
0.022366,-0.0044777,0.0036642,0.026259,0.00054737,0.00064018,-0.00016635,-8.4266e-05,0.00031704,0.051431,-0.014933,-0.014692,-0.00082503,-0.00046868,0.0016037,0,0,0,0.026275,0.00091476,0.00025652,0.013009,0.0091487,0.025698,8.902e-07,0.45,0.8,0.25
0.024915,-0.0043674,0.0035594,0.026169,0.00011582,0.00014222,-0.00016249,0.00040175,0.00029448,0.049852,-0.01482,-0.014753,-0.00064437,0.0019016,0.0013046,0,0,0,0.026192,0.00061867,-0.00038355,0.013288,0.0088089,0.026094,9.9398e-07,0.5,0.8,0.25
0.027374,-0.0042462,0.0034408,0.026194,-0.00023086,-0.00028384,-0.0001532,0.00078588,0.00024641,0.047612,-0.014433,-0.014558,-0.00051615,0.0037423,0.00095886,0,0,0,0.026217,0.00054979,-0.0010874,0.013652,0.0085598,0.026529,1.0984e-06,0.55,0.8,0.25
0.029711,-0.0041883,0.0033804,0.02593,-0.00025113,-0.00038336,3.6153e-05,0.000937,1.567e-05,0.046016,-0.013996,-0.014299,0.00026057,0.0045613,-2.5484e-05,0,0,0,0.025941,0.00064686,-0.0012926,0.013617,0.0084319,0.026323,1.0866e-06,0.6,0.8,0.25
0.031991,-0.0042313,0.0034179,0.025917,-0.0003031,-0.00045002,0.00030743,0.00094849,-0.00028871,0.046049,-0.014041,-0.014377,0.0013365,0.0046098,-0.0012601,0,0,0,0.025934,0.0005978,-0.0013681,0.013651,0.0083878,0.026379,1.0949e-06,0.65,0.8,0.25
0.034332,-0.0043801,0.003558,0.02614,-0.00038764,-0.00048302,0.00045195,0.00081624,-0.00047134,0.047698,-0.014571,-0.014795,0.0019211,0.0038776,-0.0020262,0,0,0,0.026175,0.00039848,-0.0013037,0.013739,0.0084233,0.026674,1.1189e-06,0.7,0.8,0.25
