"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0,0,0.0726,0.031114,0.031114,0.020398,0,0,0.10786,0,0,0.10607,0,0,0,0.080949,0.022765,0.031114,22.26,0.044943,0.054491,7.6566e-06,0,0,0
0.0021572,0.0021214,0.052185,0.0037094,0.016768,0.0080925,0,0,0.092084,-0.033953,0,0.042081,0,0,0,0.053501,0.0023942,0.016768,9.2315,0.024221,0.04565,3.3024e-06,0.02,0,0
0.0036834,0.0034235,0.038808,0.0015113,0.012096,0.0026252,0,0,0.069452,-0.02752,0,0.013651,0,0,0,0.038992,0.0013274,0.012096,4.0065,0.017472,0.0336,1.295e-06,0.04,0,0
0.0049353,0.0045296,0.032613,-0.00015868,0.0097364,0.0015692,0,0,0.05948,-0.025727,0,0.0081597,0,0,0,0.032688,-0.00023364,0.0097364,2.7351,0.014064,0.029241,7.9896e-07,0.06,0,0
0.0060626,0.0054567,0.029754,-0.00034904,0.0088215,0.00095849,0,0,0.054424,-0.023843,0,0.0049841,0,0,0,0.029784,-0.00037953,0.0088215,1.8219,0.012742,0.026777,6.079e-07,0.08,0,0
0.0071123,0.0062563,0.027943,-0.00042816,0.0082545,0.00065998,0,0,0.051191,-0.022575,0,0.0034319,0,0,0,0.027959,-0.0004435,0.0082545,1.3319,0.011923,0.025205,5.0443e-07,0.1,0,0
0.0081102,0.006951,0.026719,-0.00043088,0.0078866,0.00047532,0,0,0.048965,-0.021625,0,0.0024716,0,0,0,0.026728,-0.0004392,0.0078866,1.0027,0.011392,0.024108,4.4095e-07,0.12,0,0
0.0090709,0.007557,0.025834,-0.00041863,0.0076245,0.00035543,0,0,0.047344,-0.020912,0,0.0018482,0,0,0,0.025839,-0.00042345,0.0076245,0.77554,0.011013,0.023305,3.9838e-07,0.14,0,0
0.010004,0.0080853,0.025171,-0.00040063,0.0074312,0.00027213,0,0,0.046124,-0.020363,0,0.001415,0,0,0,0.025174,-0.00040353,0.0074312,0.60963,0.010734,0.022698,3.683e-07,0.16,0,0
0.010916,0.0085439,0.024664,-0.00038198,0.0072847,0.00021148,0,0,0.045187,-0.019933,0,0.0010997,0,0,0,0.024666,-0.00038377,0.0072847,0.48373,0.010522,0.022231,3.4628e-07,0.18,0,0
0.011811,0.0089391,0.024272,-0.00036407,0.0071725,0.00016505,0,0,0.04446,-0.019595,0,0.00085826,0,0,0,0.024273,-0.00036518,0.0071725,0.38383,0.01036,0.021867,3.2983e-07,0.2,0,0
0.012694,0.0092755,0.023971,-0.00034718,0.007087,0.00012742,0,0,0.043897,-0.019329,0,0.00066261,0,0,0,0.023971,-0.00034785,0.007087,0.30022,0.010237,0.021584,3.1749e-07,0.22,0,0
0.013567,0.0095567,0.023745,-0.00033098,0.0070243,9.4839e-05,0,0,0.043475,-0.019124,0,0.00049317,0,0,0,0.023746,-0.00033135,0.0070243,0.22569,0.010146,0.021371,3.0843e-07,0.24,0,0
0.014433,0.0097858,0.02359,-0.00031483,0.0069827,6.4555e-05,0,0,0.04318,-0.018974,0,0.00033569,0,0,0,0.023591,-0.00031501,0.0069827,0.15472,0.010086,0.02122,3.0224e-07,0.26,0,0
0.015295,0.009965,0.023505,-0.00029791,0.0069622,3.4545e-05,0,0,0.043012,-0.018876,0,0.00017963,0,0,0,0.023505,-0.00029796,0.0069622,0.083151,0.010056,0.02113,2.9876e-07,0.28,0,0
0.016154,0.010096,0.023494,-0.00027927,0.0069643,3.3705e-06,0,0,0.042976,-0.018833,0,1.7527e-05,0,0,0,0.023494,-0.00027927,0.0069643,0.0081234,0.01006,0.021105,2.9808e-07,0.3,0,0
0.017014,0.010182,0.023562,-0.00025791,0.0069912,-2.9832e-05,0,0,0.043084,-0.018848,0,-0.00015513,0,0,0,0.023562,-0.00025795,0.0069912,-0.071758,0.010098,0.021149,3.0039e-07,0.32,0,0
0.017877,0.010225,0.023718,-0.00023291,0.0070456,-6.5311e-05,0,0,0.043349,-0.018924,0,-0.00033962,0,0,0,0.023718,-0.00023309,0.0070456,-0.15624,0.010177,0.021268,3.0607e-07,0.34,0,0
0.018748,0.010228,0.02397,-0.00020349,0.00713,-0.00010262,0,0,0.043784,-0.019067,0,-0.0005336,0,0,0,0.023971,-0.00020392,0.00713,-0.24321,0.010299,0.021469,3.155e-07,0.36,0,0
0.019629,0.010194,0.024323,-0.00016916,0.0072461,-0.00014051,0,0,0.044399,-0.01928,0,-0.00073067,0,0,0,0.024324,-0.00016997,0.0072461,-0.3287,0.010467,0.021755,3.2912e-07,0.38,0,0
0.020524,0.010128,0.024776,-0.00012997,0.0073939,-0.00017692,0,0,0.045194,-0.019562,0,-0.00091999,0,0,0,0.024778,-0.00013123,0.0073939,-0.40697,0.01068,0.022128,3.4727e-07,0.4,0,0
0.021436,0.010036,0.025324,-8.6597e-05,0.0075712,-0.00020894,0,0,0.046157,-0.01991,0,-0.0010865,0,0,0,0.025326,-8.8315e-05,0.0075712,-0.47108,0.010936,0.02258,3.7012e-07,0.42,0,0
0.02237,0.0099258,0.025949,-4.0385e-05,0.0077727,-0.00023309,0,0,0.047259,-0.020314,0,-0.0012121,0,0,0,0.025951,-4.2475e-05,0.0077727,-0.5138,0.011227,0.0231,3.9746e-07,0.44,0,0
0.023327,0.0098057,0.026626,6.9215e-06,0.0079899,-0.00024584,0,0,0.048454,-0.020756,0,-0.0012784,0,0,0,0.026628,4.6512e-06,0.0079899,-0.5291,0.011541,0.023664,4.2855e-07,0.46,0,0
0.024308,0.0096851,0.027318,5.3545e-05,0.0082116,-0.00024455,0,0,0.049678,-0.021211,0,-0.0012717,0,0,0,0.027321,5.1352e-05,0.0082116,-0.51385,0.011861,0.024242,4.62e-07,0.48,0,0
0.025314,0.0095739,0.027985,9.7922e-05,0.008425,-0.00022829,0,0,0.050857,-0.02165,0,-0.0011871,0,0,0,0.027987,9.6053e-05,0.008425,-0.46899,0.012169,0.024799,4.9582e-07,0.5,0,0
0.026342,0.0094816,0.028587,0.00013852,0.0086176,-0.0001984,0,0,0.05192,-0.022045,0,-0.0010317,0,0,0,0.028588,0.00013714,0.0086176,-0.39955,0.012448,0.0253,5.2766e-07,0.52,0,0
0.027391,0.0094167,0.029088,0.00017344,0.0087784,-0.00015796,0,0,0.052804,-0.022373,0,-0.00082141,0,0,0,0.029089,0.00017258,0.0087784,-0.313,0.01268,0.025717,5.5517e-07,0.54,0,0
0.028454,0.0093859,0.029464,0.00020024,0.0088992,-0.00011075,0,0,0.053468,-0.022617,0,-0.00057591,0,0,0,0.029464,0.00019982,0.0088992,-0.21684,0.012854,0.026029,5.7642e-07,0.56,0,0
0.029529,0.009394,0.0297,0.00021649,0.0089748,-5.9988e-05,0,0,0.053884,-0.022772,0,-0.00031194,0,0,0,0.0297,0.00021637,0.0089748,-0.11658,0.012964,0.026225,5.9003e-07,0.58,0,0
0.03061,0.0094438,0.029788,0.00022064,0.0090026,-7.9472e-06,0,0,0.054042,-0.022833,0,-4.1325e-05,0,0,0,0.029788,0.00022063,0.0090026,-0.0154,0.013004,0.0263,5.9523e-07,0.6,0,0
0.031691,0.0095358,0.029729,0.00021269,0.0089824,4.3557e-05,0,0,0.05394,-0.022801,0,0.0002265,0,0,0,0.029729,0.00021263,0.0089824,0.084553,0.012974,0.026254,5.9184e-07,0.62,0,0
0.032767,0.0096688,0.029526,0.00019424,0.0089161,9.2252e-05,0,0,0.053586,-0.022677,0,0.00047971,0,0,0,0.029527,0.00019395,0.0089161,0.1802,0.012879,0.026089,5.8022e-07,0.64,0,0
0.033834,0.0098391,0.029195,0.00016775,0.0088087,0.00013493,0,0,0.053003,-0.022467,0,0.00070163,0,0,0,0.029195,0.00016712,0.0088087,0.26633,0.012724,0.025816,5.6143e-07,0.66,0,0
0.034888,0.010041,0.028757,0.00013564,0.0086678,0.00016787,0,0,0.052232,-0.022183,0,0.00087293,0,0,0,0.028758,0.00013466,0.0086678,0.33604,0.01252,0.025453,5.3718e-07,0.68,0,0
0.035924,0.010269,0.028245,9.9833e-05,0.0085036,0.00018805,0,0,0.051329,-0.02185,0,0.00097784,0,0,0,0.028247,9.8577e-05,0.0085036,0.38278,0.012283,0.025028,5.097e-07,0.7,0,0
0.036941,0.010512,0.027699,6.1864e-05,0.0083282,0.00019421,0,0,0.050363,-0.021492,0,0.0010099,0,0,0,0.0277,6.0499e-05,0.0083282,0.40261,0.01203,0.024572,4.8136e-07,0.72,0,0
0.037938,0.010765,0.027155,2.333e-05,0.0081536,0.00018735,0,0,0.049404,-0.021139,0,0.00097421,0,0,0,0.027157,2.2036e-05,0.0081536,0.39561,0.011777,0.02412,4.5425e-07,0.74,0,0
0.038917,0.011017,0.026648,-1.3953e-05,0.0079903,0.00017016,0,0,0.048511,-0.020811,0,0.00088482,0,0,0,0.026649,-1.5039e-05,0.0079903,0.36564,0.011541,0.023698,4.299e-07,0.76,0,0
0.039879,0.011263,0.026202,-4.8197e-05,0.0078461,0.0001462,0,0,0.047725,-0.020525,0,0.00076022,0,0,0,0.026203,-4.9011e-05,0.0078461,0.31909,0.011333,0.023328,4.0921e-07,0.78,0,0
0.040826,0.011496,0.02583,-7.8024e-05,0.0077255,0.00011899,0,0,0.047071,-0.020289,0,0.00061875,0,0,0,0.02583,-7.857e-05,0.0077255,0.26314,0.011159,0.023021,3.925e-07,0.8,0,0
0.041761,0.011711,0.025536,-0.0001027,0.00763,9.1535e-05,0,0,0.046556,-0.020105,0,0.00047598,0,0,0,0.025536,-0.00010303,0.00763,0.20455,0.011021,0.02278,3.7966e-07,0.82,0,0
0.042688,0.011907,0.025318,-0.00012213,0.0075587,6.6079e-05,0,0,0.046174,-0.01997,0,0.00034361,0,0,0,0.025318,-0.0001223,0.0075587,0.14882,0.010918,0.022601,3.7032e-07,0.84,0,0
0.043608,0.01208,0.025167,-0.00013669,0.007509,4.4122e-05,0,0,0.04591,-0.019879,0,0.00022943,0,0,0,0.025167,-0.00013677,0.007509,0.099906,0.010846,0.022478,3.6395e-07,0.86,0,0
