"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.19421,0,0.51657,-0.87383,-0.67895,-0.9824,0.0016729,0,0,0.14114,0.39448,0,0.0043496,0,0,0.9376,-0.0041038,0,0.93761,-0.67894,-0.87385,-0.9824,89.508,-0.84506,0.26633,0.00045535,0.48,0,0
0.19659,0,0.49774,-0.88235,-0.63858,-0.95402,0.0024546,0,0,0.093164,0.41007,0,0.0063819,0,0,0.94666,-0.0054925,0,0.94667,-0.63856,-0.88238,-0.95402,89.423,-0.82498,0.28644,0.00095726,0.5,0,0
0.19794,0,0.4787,-0.89413,-0.59262,-0.92473,0.003027,0,0,0.03977,0.43174,0,0.0078701,0,0,0.9578,-0.0061138,0,0.95782,-0.59259,-0.89416,-0.92473,89.425,-0.80383,0.31796,0.0015996,0.52,0,0
0.19818,0,0.45942,-0.90778,-0.54368,-0.89486,0.0033015,0,0,-0.016796,0.45654,0,0.008584,0,0,0.96969,-0.0061236,0,0.96971,-0.54365,-0.90781,-0.89486,89.481,-0.78211,0.35787,0.0023435,0.54,0,0
0.19727,0,0.43991,-0.92173,-0.49479,-0.86487,0.0032833,0,0,-0.073921,0.4811,0,0.0085365,0,0,0.9813,-0.0057088,0,0.98132,-0.49476,-0.92175,-0.86487,89.559,-0.76046,0.40158,0.0031023,0.56,0,0
0.19522,0,0.42017,-0.93451,-0.44869,-0.83513,0.0030556,0,0,-0.1292,0.50238,0,0.0079446,0,0,0.99194,-0.0050474,0,0.99196,-0.44867,-0.93453,-0.83513,89.64,-0.73945,0.44458,0.0037637,0.58,0,0
0.1921,0,0.40023,-0.94506,-0.40732,-0.80595,0.002733,0,0,-0.18085,0.51822,0,0.0071059,0,0,1.0012,-0.004281,0,1.0012,-0.4073,-0.94507,-0.80595,89.709,-0.71944,0.48346,0.0042243,0.6,0,0
0.18799,0,0.38012,-0.95278,-0.37168,-0.77746,0.0024151,0,0,-0.22791,0.52752,0,0.0062794,0,0,1.009,-0.0035041,0,1.009,-0.37167,-0.95279,-0.77746,89.762,-0.70064,0.51629,0.0044183,0.62,0,0
0.18298,0,0.35987,-0.95754,-0.34196,-0.74972,0.0021602,0,0,-0.27016,0.53009,0,0.0056164,0,0,1.0153,-0.0027668,0,1.0153,-0.34195,-0.95754,-0.74972,89.799,-0.68307,0.54241,0.0043267,0.64,0,0
0.17718,0,0.33951,-0.95951,-0.3178,-0.72271,0.0019835,0,0,-0.30785,0.52637,0,0.0051571,0,0,1.0202,-0.002086,0,1.0202,-0.3178,-0.95952,-0.72271,89.823,-0.66667,0.56206,0.0039692,0.66,0,0
0.17067,0,0.31906,-0.95904,-0.29858,-0.69635,0.0018697,0,0,-0.3415,0.5171,0,0.0048612,0,0,1.0238,-0.001457,0,1.0238,-0.29857,-0.95905,-0.69635,89.838,-0.65132,0.57596,0.0033889,0.68,0,0
0.16352,0,0.29856,-0.95651,-0.28356,-0.67058,0.0017876,0,0,-0.37171,0.50312,0,0.0046477,0,0,1.0261,-0.0008636,0,1.0261,-0.28356,-0.95651,-0.67058,89.848,-0.63688,0.58498,0.0026386,0.7,0,0
0.1558,0,0.27802,-0.95223,-0.27204,-0.6453,0.0017027,0,0,-0.39901,0.48524,0,0.004427,0,0,1.0273,-0.00028428,0,1.0273,-0.27204,-0.95224,-0.6453,89.857,-0.62319,0.59,0.0017713,0.72,0,0
0.14756,0,0.25747,-0.94647,-0.26338,-0.62042,0.0015848,0,0,-0.42387,0.46416,0,0.0041206,0,0,1.0272,0.0003042,0,1.0272,-0.26337,-0.94648,-0.62042,89.867,-0.61009,0.59179,0.00083553,0.74,0,0
0.13885,0,0.23693,-0.93943,-0.25696,-0.59585,0.0014135,0,0,-0.44666,0.44055,0,0.003675,0,0,1.026,0.0009237,0,1.026,-0.25695,-0.93943,-0.59585,89.881,-0.59741,0.59105,-0.00012639,0.76,0,0
0.1297,0,0.21643,-0.93127,-0.2522,-0.57147,0.0011816,0,0,-0.46775,0.41506,0,0.0030722,0,0,1.0234,0.0015912,0,1.0234,-0.25219,-0.93128,-0.57147,89.9,-0.58498,0.58845,-0.0010796,0.78,0,0
0.12014,0,0.19599,-0.92222,-0.24844,-0.54719,0.00089956,0,0,-0.48754,0.38838,0,0.0023389,0,0,1.0195,0.0023136,0,1.0195,-0.24844,-0.92222,-0.54719,89.924,-0.57262,0.58476,-0.0019981,0.8,0,0
0.11019,0,0.17565,-0.91257,-0.24491,-0.52289,0.00059639,0,0,-0.50658,0.36138,0,0.0015506,0,0,1.0141,0.0030794,0,1.0141,-0.24491,-0.91257,-0.52289,89.949,-0.56012,0.58091,-0.002868,0.82,0,0
0.099874,0,0.15543,-0.90275,-0.24064,-0.49844,0.0003161,0,0,-0.5256,0.33515,0,0.00082185,0,0,1.0072,0.0038498,0,1.0072,-0.24064,-0.90275,-0.49844,89.973,-0.54728,0.57806,-0.0036907,0.84,0,0
0.08917,0,0.13536,-0.89328,-0.23453,-0.4737,0.00010566,0,0,-0.54545,0.31093,0,0.00027472,0,0,0.99887,0.0045513,0,0.99888,-0.23453,-0.89328,-0.4737,89.991,-0.53384,0.57758,-0.0044857,0.86,0,0
0.078056,0,0.11547,-0.88472,-0.22545,-0.44853,-4.5173e-06,0,0,-0.56705,0.29,0,-1.1745e-05,0,0,0.9894,0.005077,0,0.98941,-0.22545,-0.88472,-0.44853,-90,-0.51957,0.5808,-0.0052901,0.88,0,0
0.066488,0,0.095785,-0.87753,-0.21253,-0.4228,-1.6853e-05,0,0,-0.59115,0.27336,0,-4.3817e-05,0,0,0.97926,0.0053017,0,0.97927,-0.21253,-0.87753,-0.4228,-89.999,-0.50429,0.58874,-0.0061526,0.9,0,0
0.05441,0,0.076303,-0.87196,-0.19541,-0.39651,3.0258e-05,0,0,-0.61808,0.26143,0,7.8672e-05,0,0,0.96915,0.0051108,0,0.96916,-0.19541,-0.87196,-0.39651,89.997,-0.48796,0.60175,-0.0071229,0.92,0,0
0.041765,0,0.057019,-0.86796,-0.17443,-0.36973,8.1654e-05,0,0,-0.64769,0.2539,0,0.0002123,0,0,0.95992,0.0044356,0,0.95993,-0.17443,-0.86796,-0.36973,89.993,-0.47071,0.61942,-0.00824,0.94,0,0
0.028503,0,0.037906,-0.86526,-0.15048,-0.34263,9.3802e-05,0,0,-0.67942,0.24979,0,0.00024389,0,0,0.95249,0.0032833,0,0.95249,-0.15048,-0.86526,-0.34263,89.993,-0.45279,0.64069,-0.0095242,0.96,0,0
0.014588,0,0.018919,-0.86348,-0.12464,-0.31536,5.7708e-05,0,0,-0.71256,0.24793,0,0.00015004,0,0,0.94765,0.0017482,0,0.94766,-0.12464,-0.86348,-0.31536,89.996,-0.43449,0.66434,-0.01098,0.98,0,0
0,0,0,-0.83916,-0.087779,-0.27808,-1.03e-17,0,0,-0.7294,0.24739,0,-2.6834e-17,0,0,0.94598,1.7781e-17,0,0.94598,-0.087779,-0.83916,-0.27808,-90,-0.40167,0.67661,-0.011768,1,0,0
0,0.0079663,1,-0.87949,-1.37,-1.6748,0.0023718,0,0,1.034,0.39631,0,0.0061668,0,0,0.87774,-6.4532e-16,0,0.87773,-0.87948,-1.37,-1.6748,0.27705,-1.3081,0.69503,0.0067454,0,0.02,0
0.020679,0.0080896,0.98245,-0.86044,-1.3305,-1.6397,0.0057314,0,0,1.0131,0.40198,0,0.014902,0,0,0.8835,-0.01158,0,0.88358,-0.86037,-1.3306,-1.6397,0.69843,-1.2769,0.67974,0.0056263,0.02,0.02,0
0.040523,0.0085038,0.96466,-0.8701,-1.2881,-1.6121,0.013494,0,0,0.96463,0.42122,0,0.035084,0,0,0.9002,-0.022093,0,0.90053,-0.86967,-1.2885,-1.6121,1.847,-1.2568,0.64475,0.0030295,0.04,0.02,0
0.059264,0.0093053,0.94644,-0.88911,-1.2281,-1.5816,0.024203,0,0,0.90026,0.45951,0,0.062928,0,0,0.92612,-0.030276,0,0.92674,-0.88739,-1.2299,-1.5816,4.0628,-1.233,0.60123,-0.00025836,0.06,0.02,0
0.076534,0.01059,0.92761,-0.91898,-1.1441,-1.5465,0.036697,0,0,0.81583,0.52317,0,0.095412,0,0,0.9583,-0.034852,0,0.9591,-0.91315,-1.1499,-1.5465,9.0284,-1.2032,0.55432,-0.0036785,0.08,0.02,0
0.091897,0.012356,0.90811,-0.95848,-1.0334,-1.5057,0.047178,0,0,0.71135,0.61394,0,0.12266,0,0,0.9929,-0.035159,0,0.99369,-0.9357,-1.0562,-1.5057,25.772,-1.1659,0.5203,-0.0059468,0.1,0.02,0
0.10499,0.014427,0.8879,-1.0034,-0.90448,-1.4603,0.050799,0,0,0.59394,0.72251,0,0.13208,0,0,1.026,-0.031622,0,1.0266,-0.88304,-1.0248,-1.4603,67.115,-1.1227,0.521,-0.0054906,0.12,0.02,0
0.11565,0.016481,0.86707,-1.0476,-0.77591,-1.4141,0.045697,0,0,0.47645,0.82968,0,0.11881,0,0,1.0545,-0.025663,0,1.0549,-0.76843,-1.0551,-1.4141,80.705,-1.0792,0.56036,-0.0017403,0.14,0.02,0
0.12405,0.01819,0.84572,-1.085,-0.66568,-1.3709,0.034164,0,0,0.37171,0.91682,0,0.088825,0,0,1.0768,-0.018935,0,1.077,-0.66291,-1.0878,-1.3709,85.373,-1.0405,0.61723,0.0040854,0.16,0.02,0
0.13052,0.019351,0.82399,-1.1112,-0.58296,-1.3322,0.020554,0,0,0.2874,0.97404,0,0.053439,0,0,1.0927,-0.012598,0,1.0928,-0.58217,-1.1119,-1.3322,87.775,-1.0088,0.66775,0.009871,0.18,0.02,0
0.13554,0.019906,0.80201,-1.1247,-0.5286,-1.298,0.0078773,0,0,0.22529,1.0002,0,0.020481,0,0,1.1026,-0.0070124,0,1.1026,-0.52849,-1.1248,-1.298,89.243,-0.98377,0.69919,0.01399,0.2,0.02,0
0.13953,0.019887,0.77989,-1.1264,-0.49994,-1.2678,-0.0030546,0,0,0.18379,0.99821,0,-0.0079419,0,0,1.1071,-0.0019634,0,1.1071,-0.49993,-1.1264,-1.2678,-89.721,-0.96472,0.70786,0.015795,0.22,0.02,0
0.14289,0.019346,0.75773,-1.1175,-0.49417,-1.2412,-0.012955,0,0,0.16088,0.97116,0,-0.033684,0,0,1.1065,0.0030162,0,1.1065,-0.4939,-1.1177,-1.2412,-88.81,-0.95095,0.69387,0.015342,0.24,0.02,0
0.14597,0.018332,0.73563,-1.0987,-0.50972,-1.2182,-0.022592,0,0,0.15528,0.92097,0,-0.05874,0,0,1.1008,0.0083815,0,1.1008,-0.50885,-1.0996,-1.2182,-87.807,-0.94219,0.65807,0.013049,0.26,0.02,0
0.1491,0.016903,0.7137,-1.071,-0.54504,-1.1985,-0.03156,0,0,0.16576,0.8495,0,-0.082057,0,0,1.0894,0.014322,0,1.0895,-0.54316,-1.0729,-1.1985,-86.578,-0.93818,0.60244,0.0096045,0.28,0.02,0
0.1526,0.015171,0.69205,-1.0365,-0.5964,-1.1819,-0.038017,0,0,0.18909,0.76116,0,-0.098844,0,0,1.0719,0.020477,0,1.0722,-0.59313,-1.0397,-1.1819,-85.099,-0.93825,0.53212,0.0059156,0.3,0.02,0
0.15667,0.013323,0.67082,-0.99864,-0.65494,-1.1669,-0.03954,0,0,0.21873,0.66553,0,-0.1028,0,0,1.049,0.025757,0,1.0494,-0.65045,-1.0031,-1.1669,-83.521,-0.94016,0.45711,0.0028679,0.32,0.02,0
0.16135,0.011594,0.65009,-0.96183,-0.70785,-1.151,-0.035507,0,0,0.24592,0.57609,0,-0.092317,0,0,1.022,0.028687,0,1.0225,-0.70298,-0.9667,-1.151,-82.189,-0.94023,0.39002,0.00091785,0.34,0.02,0
0.1665,0.010173,0.62994,-0.92966,-0.74445,-1.1322,-0.027861,0,0,0.26326,0.50404,0,-0.072438,0,0,0.99399,0.028126,0,0.99449,-0.74035,-0.93376,-1.1322,-81.628,-0.93543,0.33934,-4.429e-05,0.36,0.02,0
0.17188,0.0091287,0.61033,-0.90439,-0.76221,-1.1103,-0.019783,0,0,0.2677,0.45254,0,-0.051435,0,0,0.96824,0.023984,0,0.96862,-0.7595,-0.90709,-1.1103,-82.225,-0.92564,0.30508,-0.00039448,0.38,0.02,0
0.17721,0.0084251,0.59121,-0.88649,-0.76483,-1.0866,-0.012993,0,0,0.26015,0.4183,0,-0.033782,0,0,0.94779,0.017248,0,0.94798,-0.76346,-0.88786,-1.0866,-83.971,-0.91264,0.28231,-0.00044591,0.4,0.02,0
0.18229,0.0079896,0.57242,-0.87505,-0.75658,-1.0619,-0.0074704,0,0,0.24292,0.39693,0,-0.019423,0,0,0.93445,0.0094578,0,0.9345,-0.75611,-0.87552,-1.0619,-86.406,-0.89785,0.26694,-0.00036002,0.42,0.02,0
0.18693,0.007769,0.55383,-0.86921,-0.73976,-1.0365,-0.0023951,0,0,0.21751,0.38579,0,-0.0062274,0,0,0.92861,0.0020129,0,0.92861,-0.73972,-0.86925,-1.0365,-88.94,-0.88183,0.25773,-0.00019171,0.44,0.02,0
0.19099,0.0077392,0.53528,-0.8685,-0.71477,-1.0103,0.0027273,0,0,0.18428,0.38414,0,0.0070909,0,0,0.92954,-0.0041656,0,0.92955,-0.71472,-0.86855,-1.0103,88.984,-0.86451,0.25602,6.1198e-05,0.46,0.02,0
0.1943,0.0078896,0.51665,-0.87274,-0.68153,-0.98293,0.0077607,0,0,0.14324,0.39182,0,0.020178,0,0,0.93578,-0.0086517,0,0.93583,-0.68122,-0.87306,-0.98293,87.68,-0.84574,0.26449,0.0004276,0.48,0.02,0
0.19672,0.0082013,0.49785,-0.88143,-0.64059,-0.95445,0.012098,0,0,0.094925,0.40803,0,0.031456,0,0,0.94565,-0.011382,0,0.94574,-0.63998,-0.88204,-0.95445,87.132,-0.82549,0.28525,0.00093802,0.5,0.02,0
0.1981,0.0086348,0.47882,-0.89355,-0.59368,-0.92499,0.015035,0,0,0.040871,0.4307,0,0.039091,0,0,0.95749,-0.012538,0,0.95759,-0.59293,-0.89431,-0.92499,87.137,-0.80408,0.31783,0.0015973,0.52,0.02,0
0.19835,0.0091308,0.45955,-0.90759,-0.54368,-0.89493,0.016124,0,0,-0.016463,0.45663,0,0.041922,0,0,0.9699,-0.012457,0,0.97,-0.54297,-0.90831,-0.89493,87.468,-0.78207,0.35884,0.002362,0.54,0.02,0
0.19744,0.009622,0.44003,-0.92186,-0.49389,-0.86475,0.015374,0,0,-0.074241,0.48212,0,0.039973,0,0,0.98184,-0.011534,0,0.98193,-0.49334,-0.92241,-0.86475,87.945,-0.76017,0.40335,0.0031392,0.56,0.02,0
0.19538,0.010048,0.42027,-0.93482,-0.44723,-0.83489,0.013208,0,0,-0.12991,0.50396,0,0.03434,0,0,0.99266,-0.010138,0,0.99272,-0.44687,-0.93518,-0.83489,88.45,-0.73898,0.44669,0.0038112,0.58,0.02,0
0.19224,0.010364,0.40032,-0.94538,-0.40565,-0.80563,0.010242,0,0,-0.18168,0.51997,0,0.02663,0,0,1.002,-0.0085596,0,1.0021,-0.40546,-0.94558,-0.80563,88.913,-0.71889,0.48552,0.0042732,0.6,0.02,0
0.18811,0.01055,0.38019,-0.95301,-0.37008,-0.77712,0.0070609,0,0,-0.22866,0.52916,0,0.018358,0,0,1.0098,-0.0069829,0,1.0098,-0.36999,-0.9531,-0.77712,89.306,-0.70007,0.51804,0.0044619,0.62,0.02,0
0.1831,0.010602,0.35993,-0.95763,-0.34056,-0.74938,0.0040689,0,0,-0.27072,0.53147,0,0.010579,0,0,1.016,-0.0055021,0,1.0161,-0.34053,-0.95766,-0.74938,89.622,-0.68253,0.54377,0.004362,0.64,0.02,0
0.17729,0.010527,0.33955,-0.95949,-0.31664,-0.72239,0.0014672,0,0,-0.30822,0.52747,0,0.0038147,0,0,1.0209,-0.0041442,0,1.0209,-0.31664,-0.95949,-0.72239,89.869,-0.66617,0.56307,0.0039963,0.66,0.02,0
0.17077,0.010342,0.31909,-0.95896,-0.29763,-0.69607,-0.00070414,0,0,-0.34175,0.51797,0,-0.0018307,0,0,1.0244,-0.0028953,0,1.0244,-0.29763,-0.95896,-0.69607,-89.939,-0.65089,0.57672,0.0034094,0.68,0.02,0
0.16362,0.010063,0.29858,-0.95644,-0.28278,-0.67034,-0.0025004,0,0,-0.37192,0.50383,0,-0.0065011,0,0,1.0267,-0.00172,0,1.0267,-0.28277,-0.95644,-0.67034,-89.787,-0.63652,0.58562,0.0026541,0.7,0.02,0
0.15589,0.0097047,0.27803,-0.95224,-0.27137,-0.64511,-0.0040145,0,0,-0.39927,0.48586,0,-0.010438,0,0,1.0279,-0.00057334,0,1.0279,-0.27134,-0.95227,-0.64511,-89.662,-0.62291,0.59063,0.0017825,0.72,0.02,0
0.14764,0.0092832,0.25746,-0.94662,-0.26277,-0.62028,-0.0053356,0,0,-0.42424,0.46476,0,-0.013873,0,0,1.0278,0.00059221,0,1.0278,-0.26272,-0.94666,-0.62028,-89.553,-0.60989,0.59251,0.00084226,0.74,0.02,0
0.13892,0.0088111,0.23691,-0.93974,-0.25639,-0.59575,-0.006521,0,0,-0.44718,0.44116,0,-0.016955,0,0,1.0266,0.0018219,0,1.0266,-0.25633,-0.9398,-0.59575,-89.453,-0.59729,0.59191,-0.00012498,0.76,0.02,0
0.12976,0.0083011,0.2164,-0.93175,-0.25169,-0.57143,-0.0075759,0,0,-0.46842,0.41566,0,-0.019697,0,0,1.0241,0.0031522,0,1.0241,-0.2516,-0.93183,-0.57143,-89.362,-0.58495,0.58944,-0.0010845,0.78,0.02,0
0.12018,0.0077675,0.19595,-0.92282,-0.24803,-0.5472,-0.0084391,0,0,-0.4883,0.38892,0,-0.021942,0,0,1.0203,0.0046008,0,1.0203,-0.24793,-0.92292,-0.5472,-89.284,-0.57268,0.58581,-0.0020097,0.8,0.02,0
0.11023,0.0072276,0.17559,-0.91322,-0.24468,-0.52296,-0.008984,0,0,-0.50734,0.36176,0,-0.023358,0,0,1.0149,0.0061503,0,1.0149,-0.24456,-0.91334,-0.52296,-89.23,-0.56029,0.58188,-0.0028851,0.82,0.02,0
0.09989,0.006703,0.15535,-0.90337,-0.24071,-0.49857,-0.0090448,0,0,-0.52623,0.33523,0,-0.023517,0,0,1.0079,0.0077276,0,1.008,-0.24058,-0.90349,-0.49857,-89.218,-0.54755,0.57878,-0.0037103,0.84,0.02,0
0.089176,0.0062185,0.13527,-0.89379,-0.23496,-0.47389,-0.0084825,0,0,-0.54587,0.31062,0,-0.022055,0,0,0.99948,0.0091864,0,0.99953,-0.23485,-0.8939,-0.47389,-89.263,-0.53421,0.57788,-0.0045035,0.86,0.02,0
0.078056,0.0057999,0.11537,-0.88508,-0.22623,-0.44876,-0.0072733,0,0,-0.56722,0.2893,0,-0.01891,0,0,0.98977,0.010306,0,0.98984,-0.22615,-0.88516,-0.44876,-89.368,-0.52002,0.58065,-0.0053019,0.88,0.02,0
0.066487,0.0054671,0.095679,-0.87775,-0.21351,-0.42306,-0.0055791,0,0,-0.5911,0.27241,0,-0.014506,0,0,0.97928,0.010819,0,0.97935,-0.21346,-0.8778,-0.42306,-89.519,-0.50477,0.58824,-0.0061569,0.9,0.02,0
0.054412,0.0052286,0.076201,-0.87208,-0.19638,-0.39674,-0.0037323,0,0,-0.61795,0.26047,0,-0.0097041,0,0,0.96871,0.010477,0,0.96878,-0.19636,-0.87211,-0.39674,-89.683,-0.4884,0.60115,-0.0071218,0.92,0.02,0
0.041769,0.005078,0.05693,-0.86806,-0.17517,-0.3699,-0.0021157,0,0,-0.64761,0.25315,0,-0.0055008,0,0,0.959,0.0091258,0,0.95906,-0.17516,-0.86806,-0.3699,-89.825,-0.47104,0.61895,-0.0082381,0.94,0.02,0
0.028507,0.0049959,0.03784,-0.86538,-0.1509,-0.34272,-0.00098724,0,0,-0.67945,0.24937,0,-0.0025668,0,0,0.95114,0.0067718,0,0.95117,-0.1509,-0.86538,-0.34272,-89.921,-0.453,0.64049,-0.0095256,0.96,0.02,0
0.014591,0.0049586,0.018885,-0.86364,-0.12481,-0.31542,-0.00036041,0,0,-0.71269,0.24779,0,-0.00093708,0,0,0.94601,0.0036109,0,0.94602,-0.12481,-0.86364,-0.31542,-89.972,-0.43462,0.66436,-0.010986,0.98,0.02,0
0,0.0049479,0,-0.83939,-0.087915,-0.27819,-0.0002068,0,0,-0.72955,0.24736,0,-0.00053767,0,0,0.94423,9.9747e-18,0,0.94423,-0.087914,-0.83939,-0.27819,-89.984,-0.40183,0.6767,-0.011775,1,0.02,0
0,0.015853,1,-0.87997,-1.3767,-1.677,0.0043573,0,0,1.0362,0.39035,0,0.011329,0,0,0.86024,-3.296e-16,0,0.86018,-0.87993,-1.3768,-1.677,0.5025,-1.3112,0.69726,0.0071688,0,0.04,0
