"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0,0,0,-0.7897,-0.056396,-0.25383,-4.5808e-18,0,0,-0.69664,0.25666,0,-1.1872e-17,0,0,0.93942,6.7221e-18,0,0.93942,-0.056396,-0.7897,-0.25383,-90,-0.36664,0.65722,-0.010267,1,0,0
0,0.0089401,1,-0.86225,-1.3087,-1.6513,0.0022505,0,0,1.0257,0.44539,0,0.0058513,0,0,0.87766,1.6783e-15,0,0.87764,-0.86224,-1.3087,-1.6513,0.28884,-1.2741,0.68529,0.0037282,0,0.02,0
0.020515,0.0090572,0.98245,-0.84303,-1.2696,-1.6162,0.0052893,0,0,1.0051,0.45067,0,0.013752,0,0,0.88387,-0.012507,0,0.88396,-0.84296,-1.2696,-1.6162,0.71038,-1.2429,0.67086,0.0027625,0.02,0.02,0
0.040206,0.0094604,0.96464,-0.85237,-1.2279,-1.5887,0.012965,0,0,0.95725,0.46911,0,0.033709,0,0,0.90187,-0.0238,0,0.90226,-0.85192,-1.2283,-1.5887,1.9752,-1.223,0.63813,0.00050109,0.04,0.02,0
0.058805,0.010268,0.94637,-0.87137,-1.168,-1.5582,0.02424,0,0,0.89284,0.50726,0,0.063025,0,0,0.9297,-0.032463,0,0.93041,-0.8694,-1.1699,-1.5582,4.6415,-1.1992,0.5981,-0.0023995,0.06,0.02,0
0.07592,0.011603,0.92746,-0.90213,-1.0818,-1.5226,0.038,0,0,0.80666,0.57308,0,0.098801,0,0,0.96406,-0.037107,0,0.96496,-0.89443,-1.0895,-1.5226,11.464,-1.1689,0.55692,-0.0053414,0.08,0.02,0
0.091071,0.013486,0.90781,-0.94365,-0.96534,-1.4805,0.050013,0,0,0.69791,0.66971,0,0.13003,0,0,1.0007,-0.03707,0,1.0016,-0.90332,-1.0057,-1.4805,38.882,-1.1298,0.53343,-0.0068382,0.1,0.02,0
0.10384,0.015734,0.88743,-0.9915,-0.82716,-1.433,0.054615,0,0,0.57398,0.78763,0,0.142,0,0,1.0354,-0.032914,0,1.036,-0.81066,-1.008,-1.433,73.195,-1.0839,0.55088,-0.0050202,0.12,0.02,0
0.11403,0.017986,0.86639,-1.0391,-0.68811,-1.3845,0.04942,0,0,0.44911,0.90537,0,0.12849,0,0,1.0649,-0.026288,0,1.0653,-0.68128,-1.0459,-1.3845,82.136,-1.0373,0.60919,0.00074223,0.14,0.02,0
0.1218,0.019871,0.84483,-1.0794,-0.56888,-1.3393,0.036852,0,0,0.33791,1.0016,0,0.095815,0,0,1.0876,-0.019037,0,1.0878,-0.56623,-1.082,-1.3393,85.892,-0.99586,0.68187,0.0088164,0.16,0.02,0
0.12755,0.02115,0.82289,-1.1075,-0.48028,-1.2992,0.021841,0,0,0.24926,1.0646,0,0.056787,0,0,1.1034,-0.012407,0,1.1035,-0.47952,-1.1082,-1.2992,88.008,-0.96233,0.74286,0.016456,0.18,0.02,0
0.13177,0.021754,0.8007,-1.1217,-0.42348,-1.2643,0.0078461,0,0,0.18532,1.093,0,0.0204,0,0,1.1131,-0.0067294,0,1.1131,-0.42339,-1.1218,-1.2643,89.356,-0.93647,0.77945,0.021608,0.2,0.02,0
0.13496,0.021714,0.77837,-1.1229,-0.39556,-1.2339,-0.0041938,0,0,0.14432,1.0898,0,-0.010904,0,0,1.1173,-0.0017069,0,1.1173,-0.39553,-1.1229,-1.2339,-89.67,-0.91745,0.78875,0.023529,0.22,0.02,0
0.13754,0.021089,0.756,-1.1123,-0.39335,-1.2077,-0.015107,0,0,0.12402,1.0587,0,-0.039279,0,0,1.1165,0.003227,0,1.1166,-0.39303,-1.1126,-1.2077,-88.797,-0.90445,0.77153,0.022384,0.24,0.02,0
0.13992,0.019933,0.73371,-1.0909,-0.41511,-1.1855,-0.025776,0,0,0.12301,1.0015,0,-0.067017,0,0,1.1105,0.0086244,0,1.1106,-0.41413,-1.0919,-1.1855,-87.819,-0.89717,0.72907,0.018802,0.26,0.02,0
0.14246,0.018314,0.71158,-1.0596,-0.45909,-1.1672,-0.035696,0,0,0.13987,0.92053,0,-0.092811,0,0,1.0988,0.014756,0,1.0989,-0.45698,-1.0617,-1.1672,-86.61,-0.89529,0.66379,0.013752,0.28,0.02,0
0.14552,0.016361,0.68976,-1.0209,-0.52079,-1.1523,-0.042694,0,0,0.17079,0.8209,0,-0.111,0,0,1.0807,0.021291,0,1.081,-0.51718,-1.0245,-1.1523,-85.155,-0.89798,0.58182,0.0084946,0.3,0.02,0
0.1493,0.014296,0.66835,-0.97884,-0.58973,-1.1389,-0.043981,0,0,0.2081,0.71396,0,-0.11435,0,0,1.0567,0.027073,0,1.0571,-0.58482,-0.98376,-1.1389,-83.631,-0.9025,0.49511,0.0042315,0.32,0.02,0
0.15384,0.012391,0.64749,-0.93829,-0.65084,-1.1242,-0.038983,0,0,0.24172,0.61541,0,-0.10136,0,0,1.0282,0.030473,0,1.0288,-0.64564,-0.94348,-1.1242,-82.412,-0.90445,0.41858,0.0015394,0.34,0.02,0
0.15896,0.010858,0.62723,-0.90318,-0.69204,-1.1058,-0.03016,0,0,0.2634,0.53788,0,-0.078416,0,0,0.99826,0.030173,0,0.99883,-0.68781,-0.9074,-1.1058,-82.028,-0.90033,0.36213,0.0002139,0.36,0.02,0
0.16437,0.009763,0.60756,-0.87578,-0.7112,-1.0837,-0.02129,0,0,0.27024,0.48418,0,-0.055353,0,0,0.97052,0.025989,0,0.97095,-0.70849,-0.87849,-1.0837,-82.747,-0.89021,0.32537,-0.00028572,0.38,0.02,0
0.16977,0.009048,0.5884,-0.85632,-0.71348,-1.0594,-0.014251,0,0,0.26393,0.44962,0,-0.037052,0,0,0.94824,0.01894,0,0.94847,-0.71208,-0.85773,-1.0594,-84.358,-0.87638,0.30204,-0.00038886,0.4,0.02,0
0.17493,0.0086195,0.56963,-0.84354,-0.70428,-1.034,-0.0087828,0,0,0.24756,0.4286,0,-0.022835,0,0,0.93343,0.010691,0,0.9335,-0.70373,-0.8441,-1.034,-86.406,-0.8606,0.28707,-0.00031125,0.42,0.02,0
0.17968,0.0084134,0.55107,-0.83641,-0.68633,-1.0079,-0.0037385,0,0,0.22293,0.41803,0,-0.0097202,0,0,0.92659,0.0027808,0,0.92659,-0.68623,-0.8365,-1.0079,-88.574,-0.84354,0.27876,-0.0001262,0.44,0.02,0
0.18385,0.0084051,0.53256,-0.8345,-0.65991,-0.98089,0.0015563,0,0,0.19031,0.41727,0,0.0040464,0,0,0.92692,-0.0037713,0,0.92693,-0.65989,-0.83451,-0.98089,89.489,-0.8251,0.27835,0.00016799,0.46,0.02,0
0.18729,0.0085877,0.51399,-0.83777,-0.6247,-0.95273,0.0069586,0,0,0.14945,0.42644,0,0.018092,0,0,0.93288,-0.0084951,0,0.93293,-0.62448,-0.838,-0.95273,88.132,-0.80507,0.28854,0.00060889,0.48,0.02,0
0.18983,0.0089446,0.49525,-0.84587,-0.58112,-0.92334,0.011737,0,0,0.10072,0.4449,0,0.030517,0,0,0.94263,-0.011327,0,0.94272,-0.58059,-0.84639,-0.92334,87.466,-0.78344,0.31148,0.0012385,0.5,0.02,0
0.19132,0.0094346,0.47629,-0.85775,-0.531,-0.89291,0.015036,0,0,0.045709,0.47048,0,0.039094,0,0,0.9544,-0.012478,0,0.9545,-0.53031,-0.85844,-0.89291,87.371,-0.76055,0.34665,0.0020683,0.52,0.02,0
0.19166,0.0099928,0.45707,-0.87181,-0.47755,-0.86188,0.016303,0,0,-0.012904,0.49963,0,0.042388,0,0,0.96671,-0.012325,0,0.96681,-0.47688,-0.87248,-0.86188,87.636,-0.73708,0.39041,0.0030487,0.54,0.02,0
0.1908,0.010544,0.43762,-0.88618,-0.42451,-0.83082,0.015525,0,0,-0.071958,0.52821,0,0.040365,0,0,0.97848,-0.011307,0,0.97856,-0.42399,-0.8867,-0.83082,88.076,-0.71384,0.43745,0.0040641,0.56,0.02,0
0.18878,0.011019,0.41794,-0.89916,-0.37518,-0.80023,0.013173,0,0,-0.1286,0.55258,0,0.034249,0,0,0.98903,-0.0098273,0,0.98909,-0.37485,-0.89949,-0.80023,88.561,-0.69152,0.48273,0.0049641,0.58,0.02,0
0.18566,0.01137,0.39806,-0.90955,-0.33175,-0.77045,0.00995,0,0,-0.18083,0.5703,0,0.02587,0,0,0.99804,-0.0081924,0,0.99808,-0.33158,-0.90972,-0.77045,89.014,-0.67058,0.52261,0.0056133,0.6,0.02,0
0.18154,0.011573,0.37801,-0.91677,-0.29522,-0.74161,0.006518,0,0,-0.22771,0.58031,0,0.016947,0,0,1.0054,-0.0065951,0,1.0055,-0.29515,-0.91684,-0.74161,89.399,-0.6512,0.55522,0.0059289,0.62,0.02,0
0.17655,0.011625,0.35784,-0.92078,-0.2656,-0.71375,0.0033331,0,0,-0.26913,0.58259,0,0.008666,0,0,1.0113,-0.005127,0,1.0113,-0.26559,-0.92079,-0.71375,89.709,-0.63338,0.58009,0.005891,0.64,0.02,0
0.17078,0.011536,0.33756,-0.92186,-0.24234,-0.68682,0.00061429,0,0,-0.30556,0.57783,0,0.0015972,0,0,1.0158,-0.0038084,0,1.0158,-0.24234,-0.92186,-0.68682,89.948,-0.61701,0.59773,0.005529,0.66,0.02,0
0.16433,0.011324,0.31721,-0.92048,-0.2246,-0.66073,-0.0016045,0,0,-0.33768,0.56697,0,-0.0041718,0,0,1.019,-0.0026178,0,1.019,-0.22459,-0.92049,-0.66073,-89.868,-0.60194,0.60908,0.0049,0.68,0.02,0
0.15727,0.011008,0.2968,-0.91708,-0.21152,-0.63538,-0.0033984,0,0,-0.36621,0.55101,0,-0.0088359,0,0,1.0211,-0.0015125,0,1.0211,-0.21151,-0.9171,-0.63538,-89.724,-0.588,0.61518,0.0040709,0.7,0.02,0
0.14968,0.010607,0.27636,-0.91202,-0.20231,-0.61066,-0.0048846,0,0,-0.39177,0.53086,0,-0.0127,0,0,1.0221,-0.000441,0,1.0221,-0.20228,-0.91205,-0.61066,-89.606,-0.575,0.61701,0.0031066,0.72,0.02,0
0.1416,0.010135,0.25592,-0.90555,-0.19626,-0.58646,-0.0061757,0,0,-0.41482,0.50726,0,-0.016057,0,0,1.022,0.0006504,0,1.022,-0.1962,-0.90561,-0.58646,-89.501,-0.56276,0.61539,0.0020654,0.74,0.02,0
0.13309,0.0096069,0.23548,-0.89785,-0.19274,-0.56266,-0.0073479,0,0,-0.43574,0.4809,0,-0.019105,0,0,1.0207,0.0018131,0,1.0207,-0.19266,-0.89793,-0.56266,-89.403,-0.55108,0.61102,0.0009979,0.76,0.02,0
0.12417,0.0090356,0.21509,-0.88903,-0.19118,-0.53915,-0.0084174,0,0,-0.45485,0.45237,0,-0.021885,0,0,1.0183,0.0030906,0,1.0183,-0.19108,-0.88913,-0.53915,-89.309,-0.53979,0.60454,-5.3732e-05,0.78,0.02,0
0.11489,0.0084358,0.19475,-0.87925,-0.19093,-0.51581,-0.0093232,0,0,-0.47248,0.42234,0,-0.02424,0,0,1.0145,0.004508,0,1.0145,-0.19081,-0.87938,-0.51581,-89.224,-0.52866,0.59663,-0.0010562,0.8,0.02,0
0.10527,0.0078253,0.17451,-0.86876,-0.19122,-0.49251,-0.0099244,0,0,-0.48913,0.39167,0,-0.025804,0,0,1.0091,0.0060548,0,1.0092,-0.19108,-0.86891,-0.49251,-89.161,-0.5175,0.58821,-0.0019877,0.82,0.02,0
0.095326,0.0072272,0.15439,-0.85797,-0.19104,-0.46909,-0.010028,0,0,-0.50555,0.36147,0,-0.026073,0,0,1.0023,0.0076622,0,1.0023,-0.19089,-0.85812,-0.46909,-89.139,-0.50603,0.58049,-0.0028422,0.84,0.02,0
0.08505,0.0066693,0.13442,-0.84745,-0.18911,-0.44538,-0.0094602,0,0,-0.52268,0.33316,0,-0.024596,0,0,0.99388,0.0091822,0,0.99393,-0.18897,-0.84758,-0.44538,-89.177,-0.49398,0.57501,-0.003634,0.86,0.02,0
0.074419,0.0061807,0.11463,-0.83784,-0.18404,-0.4212,-0.0081702,0,0,-0.54164,0.30831,0,-0.021243,0,0,0.98413,0.010384,0,0.9842,-0.18393,-0.83795,-0.4212,-89.284,-0.48103,0.57346,-0.0043988,0.88,0.02,0
0.063385,0.0057857,0.095053,-0.82973,-0.17461,-0.39635,-0.006317,0,0,-0.56339,0.28827,0,-0.016424,0,0,0.97352,0.010981,0,0.97359,-0.17454,-0.82979,-0.39635,-89.448,-0.4669,0.57724,-0.0051892,0.9,0.02,0
0.051883,0.0054962,0.075692,-0.82345,-0.16019,-0.37078,-0.0042612,0,0,-0.58847,0.27377,0,-0.011079,0,0,0.96276,0.010701,0,0.96284,-0.16016,-0.82348,-0.37078,-89.632,-0.45148,0.58706,-0.0060631,0.92,0.02,0
0.039846,0.0053073,0.056542,-0.819,-0.14104,-0.34456,-0.0024357,0,0,-0.61678,0.26457,0,-0.0063328,0,0,0.95283,0.0093676,0,0.95289,-0.14103,-0.81901,-0.34456,-89.794,-0.43487,0.60257,-0.007068,0.94,0.02,0
0.027212,0.0051999,0.037578,-0.81607,-0.11819,-0.31786,-0.0011446,0,0,-0.64768,0.25957,0,-0.002976,0,0,0.94475,0.0069766,0,0.94478,-0.11819,-0.81608,-0.31786,-89.906,-0.41737,0.62255,-0.0082308,0.96,0.02,0
0.013939,0.0051485,0.018752,-0.81422,-0.092969,-0.29091,-0.00041809,0,0,-0.68031,0.25732,0,-0.001087,0,0,0.93946,0.0037282,0,0.93947,-0.092968,-0.81422,-0.29091,-89.967,-0.39937,0.64546,-0.0095587,0.98,0.02,0
0,0.0051333,0,-0.7901,-0.056545,-0.25399,-0.00029323,0,0,-0.69694,0.25668,0,-0.00076241,0,0,0.93762,7.8063e-18,0,0.93762,-0.056545,-0.7901,-0.25399,-89.977,-0.36688,0.65746,-0.01028,1,0.02,0
0,0.017816,1,-0.86354,-1.3146,-1.6535,0.0040583,0,0,1.0269,0.44048,0,0.010552,0,0,0.85875,1.648e-16,0,0.85868,-0.8635,-1.3147,-1.6535,0.51542,-1.2772,0.68642,0.0040423,0,0.04,0
