"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.15874,0,0.27876,-0.97181,-0.30777,-0.66263,0.0016887,0,0,-0.40193,0.46132,0,0.0043906,0,0,1.0297,-0.00030844,0,1.0297,-0.30777,-0.97181,-0.66263,89.854,-0.64741,0.57553,0.0011634,0.72,0,0
0.15043,0,0.25816,-0.96648,-0.29781,-0.63745,0.0015386,0,0,-0.42774,0.44153,0,0.0040004,0,0,1.0297,0.00029367,0,1.0297,-0.29781,-0.96649,-0.63745,89.868,-0.63392,0.57912,0.00027388,0.74,0,0
0.14163,0,0.23757,-0.95988,-0.28993,-0.61251,0.0013414,0,0,-0.45157,0.41936,0,0.0034875,0,0,1.0285,0.00092483,0,1.0285,-0.28993,-0.95988,-0.61251,89.885,-0.62077,0.58033,-0.00064255,0.76,0,0
0.13237,0,0.21702,-0.95218,-0.28355,-0.58774,0.0010917,0,0,-0.47377,0.39545,0,0.0028385,0,0,1.0259,0.0016004,0,1.0259,-0.28355,-0.95218,-0.58774,89.906,-0.60782,0.57984,-0.0015549,0.78,0,0
0.12268,0,0.19653,-0.9436,-0.27803,-0.56303,0.00080058,0,0,-0.49475,0.37049,0,0.0020815,0,0,1.022,0.0023254,0,1.022,-0.27803,-0.9436,-0.56303,89.931,-0.59489,0.57838,-0.0024409,0.8,0,0
0.11258,0,0.17614,-0.93445,-0.27264,-0.53827,0.00049632,0,0,-0.51504,0.34532,0,0.0012904,0,0,1.0165,0.0030872,0,1.0165,-0.27264,-0.93446,-0.53827,89.957,-0.58179,0.57686,-0.0032897,0.82,0,0
0.10207,0,0.15587,-0.92515,-0.26644,-0.51335,0.00022059,0,0,-0.53534,0.32098,0,0.00057354,0,0,1.0096,0.0038462,0,1.0096,-0.26644,-0.92515,-0.51335,89.981,-0.56831,0.57639,-0.0041051,0.84,0,0
0.091162,0,0.13576,-0.9162,-0.25841,-0.48814,1.707e-05,0,0,-0.55648,0.29865,0,4.4382e-05,0,0,1.0013,0.0045299,0,1.0013,-0.25841,-0.9162,-0.48814,89.999,-0.55425,0.57823,-0.0049083,0.86,0,0
0.079815,0,0.11582,-0.90813,-0.24751,-0.46251,-8.6832e-05,0,0,-0.5793,0.2795,0,-0.00022576,0,0,0.99193,0.0050344,0,0.99195,-0.24751,-0.90813,-0.46251,-89.993,-0.53938,0.58361,-0.0057364,0.88,0,0
0.06799,0,0.09608,-0.90136,-0.23297,-0.43638,-9.4592e-05,0,0,-0.60448,0.26444,0,-0.00024594,0,0,0.98189,0.0052394,0,0.98191,-0.23297,-0.90136,-0.43638,-89.992,-0.52357,0.59344,-0.0066372,0.9,0,0
0.055636,0,0.076544,-0.89612,-0.2145,-0.40973,-4.288e-05,0,0,-0.63231,0.2538,0,-0.00011149,0,0,0.97191,0.005036,0,0.97193,-0.2145,-0.89612,-0.40973,-89.996,-0.50678,0.60799,-0.0076577,0.92,0,0
0.042698,0,0.057204,-0.89236,-0.19249,-0.38266,1.676e-05,0,0,-0.66261,0.24722,0,4.3575e-05,0,0,0.96283,0.0043605,0,0.96284,-0.19249,-0.89236,-0.38266,89.999,-0.48917,0.6268,-0.0088337,0.94,0,0
0.029132,0,0.038031,-0.8898,-0.16782,-0.35532,4.4044e-05,0,0,-0.69483,0.24374,0,0.00011452,0,0,0.95552,0.0032222,0,0.95553,-0.16782,-0.8898,-0.35532,89.996,-0.47098,0.64887,-0.010182,0.96,0,0
0.014905,0,0.018983,-0.8881,-0.14155,-0.32788,3.0534e-05,0,0,-0.72829,0.24223,0,7.9387e-05,0,0,0.95078,0.0017139,0,0.95078,-0.14155,-0.8881,-0.32788,89.998,-0.45251,0.67302,-0.011705,0.98,0,0
0,0,0,-0.86372,-0.10445,-0.29045,9.3784e-18,0,0,-0.74525,0.2418,0,2.4395e-17,0,0,0.94913,-1.713e-17,0,0.94913,-0.10445,-0.86372,-0.29045,90,-0.41954,0.68547,-0.012527,1,0,0
0,0.0074935,1,-0.89016,-1.4007,-1.6873,0.0024057,0,0,1.0362,0.37251,0,0.006255,0,0,0.87852,-1.396e-15,0,0.8785,-0.89015,-1.4007,-1.6873,0.26997,-1.326,0.69935,0.008153,0,0.02,0
0.020725,0.0076186,0.98243,-0.87113,-1.3611,-1.6521,0.0058883,0,0,1.0153,0.3783,0,0.015309,0,0,0.88403,-0.011095,0,0.8841,-0.87106,-1.3612,-1.6521,0.68843,-1.2948,0.68369,0.0069696,0.02,0.02,0
0.04061,0.0080341,0.96464,-0.88087,-1.3185,-1.6244,0.013632,0,0,0.96666,0.39774,0,0.035443,0,0,0.90005,-0.021198,0,0.90036,-0.88044,-1.3189,-1.6244,1.7824,-1.2746,0.64775,0.0042369,0.04,0.02,0
0.059391,0.0088263,0.94643,-0.89973,-1.2588,-1.594,0.024007,0,0,0.90253,0.43577,0,0.062418,0,0,0.92496,-0.029118,0,0.92554,-0.89813,-1.2604,-1.594,3.8084,-1.2508,0.60279,0.0008008,0.06,0.02,0
0.076711,0.010077,0.92764,-0.92897,-1.1762,-1.5592,0.035839,0,0,0.81927,0.49793,0,0.09318,0,0,0.95598,-0.033638,0,0.95673,-0.92388,-1.1812,-1.5592,8.0855,-1.2214,0.55348,-0.0028005,0.08,0.02,0
0.092161,0.011777,0.90819,-0.96727,-1.0687,-1.519,0.045555,0,0,0.71724,0.58534,0,0.11844,0,0,0.98946,-0.034099,0,0.9902,-0.94981,-1.0862,-1.519,20.962,-1.185,0.51472,-0.0053816,0.1,0.02,0
0.1054,0.013752,0.88806,-1.0105,-0.94474,-1.4746,0.048712,0,0,0.60338,0.68886,0,0.12665,0,0,1.0216,-0.030861,0,1.0222,-0.91885,-1.0364,-1.4746,62.009,-1.1433,0.50733,-0.0055122,0.12,0.02,0
0.1163,0.0157,0.86732,-1.0529,-0.82168,-1.4297,0.043694,0,0,0.48981,0.79044,0,0.1136,0,0,1.0496,-0.025236,0,1.0499,-0.8137,-1.0609,-1.4297,79.65,-1.1014,0.53693,-0.0026542,0.14,0.02,0
0.12499,0.017317,0.84608,-1.0887,-0.71613,-1.3875,0.032713,0,0,0.38848,0.87282,0,0.085054,0,0,1.0716,-0.018781,0,1.0718,-0.71328,-1.0915,-1.3875,85.02,-1.0641,0.58536,0.0021578,0.16,0.02,0
0.13184,0.018416,0.82446,-1.1138,-0.6365,-1.3496,0.019835,0,0,0.30648,0.92696,0,0.051572,0,0,1.0874,-0.012612,0,1.0875,-0.63567,-1.1146,-1.3496,87.624,-1.0333,0.63015,0.0070918,0.18,0.02,0
0.13725,0.018944,0.80258,-1.1269,-0.58346,-1.3157,0.0078466,0,0,0.24539,0.95192,0,0.020401,0,0,1.0973,-0.007098,0,1.0973,-0.58334,-1.1271,-1.3157,89.173,-1.0087,0.65862,0.010716,0.2,0.02,0
0.14165,0.018933,0.78057,-1.1289,-0.55451,-1.2856,-0.0025077,0,0,0.2037,0.9504,0,-0.0065201,0,0,1.1019,-0.0020653,0,1.1019,-0.5545,-1.1289,-1.2856,-89.75,-0.98967,0.6667,0.012433,0.22,0.02,0
0.1454,0.018433,0.75851,-1.1207,-0.54702,-1.2588,-0.011886,0,0,0.17952,0.92536,0,-0.030904,0,0,1.1015,0.0029068,0,1.1015,-0.54677,-1.121,-1.2588,-88.814,-0.97553,0.65412,0.012251,0.24,0.02,0
0.14883,0.017489,0.73651,-1.1033,-0.5595,-1.2353,-0.021,0,0,0.17166,0.8786,0,-0.0546,0,0,1.0958,0.008227,0,1.0959,-0.55869,-1.1041,-1.2353,-87.792,-0.96605,0.62152,0.010501,0.26,0.02,0
0.15227,0.016155,0.71467,-1.0774,-0.59055,-1.2151,-0.029489,0,0,0.17897,0.81186,0,-0.07667,0,0,1.0846,0.014048,0,1.0848,-0.58877,-1.0792,-1.2151,-86.546,-0.961,0.57061,0.0077483,0.28,0.02,0
0.15599,0.014533,0.69312,-1.0449,-0.63675,-1.1976,-0.035665,0,0,0.1985,0.72914,0,-0.092728,0,0,1.0676,0.019996,0,1.0678,-0.63366,-1.048,-1.1976,-85.044,-0.95977,0.50604,0.0047468,0.3,0.02,0
0.16021,0.012794,0.67197,-1.0093,-0.69007,-1.1818,-0.037281,0,0,0.22425,0.63921,0,-0.096931,0,0,1.0452,0.025018,0,1.0456,-0.68577,-1.0136,-1.1818,-83.426,-0.96037,0.43689,0.0022424,0.32,0.02,0
0.16496,0.011156,0.65131,-0.97439,-0.73874,-1.1652,-0.033698,0,0,0.24812,0.55447,0,-0.087615,0,0,1.0192,0.027719,0,1.0196,-0.73401,-0.97911,-1.1652,-82.02,-0.95946,0.37463,0.00063227,0.34,0.02,0
0.17013,0.0097959,0.6312,-0.94377,-0.77277,-1.1462,-0.02662,0,0,0.26311,0.48542,0,-0.069213,0,0,0.99212,0.027044,0,0.99259,-0.76872,-0.94782,-1.1462,-81.353,-0.95423,0.32702,-0.00015836,0.36,0.02,0
0.17549,0.0087838,0.61163,-0.91964,-0.78948,-1.1244,-0.018946,0,0,0.26614,0.43535,0,-0.04926,0,0,0.96742,0.022944,0,0.96776,-0.78678,-0.92234,-1.1244,-81.885,-0.94449,0.29424,-0.00043572,0.38,0.02,0
0.18078,0.0080923,0.59251,-0.90257,-0.79193,-1.1009,-0.012317,0,0,0.25777,0.40161,0,-0.032023,0,0,0.94791,0.016387,0,0.94808,-0.79057,-0.90392,-1.1009,-83.724,-0.93178,0.27194,-0.00046122,0.4,0.02,0
0.1858,0.0076587,0.57371,-0.89182,-0.78386,-1.0764,-0.0068151,0,0,0.23997,0.38032,0,-0.017719,0,0,0.9353,0.0088486,0,0.93534,-0.78343,-0.89225,-1.0764,-86.402,-0.91736,0.25651,-0.00037098,0.42,0.02,0
0.19038,0.0074346,0.5551,-0.8866,-0.76738,-1.0513,-0.0017726,0,0,0.21409,0.36909,0,-0.0046089,0,0,0.92995,0.0016563,0,0.92995,-0.76735,-0.88663,-1.0513,-89.148,-0.90175,0.24694,-0.00021081,0.44,0.02,0
0.19436,0.0073964,0.53651,-0.88643,-0.74294,-1.0253,0.0032236,0,0,0.18056,0.3671,0,0.0083814,0,0,0.93114,-0.0043185,0,0.93115,-0.74287,-0.88651,-1.0253,88.714,-0.8849,0.24463,2.2223e-05,0.46,0.02,0
0.1976,0.0075318,0.51785,-0.89105,-0.71059,-0.99834,0.008043,0,0,0.13948,0.37407,0,0.020912,0,0,0.93748,-0.0086723,0,0.93753,-0.71023,-0.89141,-0.99834,87.453,-0.86666,0.25225,0.00035342,0.48,0.02,0
0.19994,0.0078206,0.49901,-0.89991,-0.67093,-0.97027,0.01214,0,0,0.091462,0.38914,0,0.031564,0,0,0.94734,-0.011341,0,0.94743,-0.67029,-0.90055,-0.97027,86.974,-0.84704,0.27191,0.0008082,0.5,0.02,0
0.20126,0.0082245,0.47996,-0.912,-0.62564,-0.94125,0.014883,0,0,0.038018,0.41029,0,0.038697,0,0,0.95914,-0.012495,0,0.95924,-0.62487,-0.91278,-0.94125,87.033,-0.8263,0.30315,0.0013884,0.52,0.02,0
0.20146,0.0086874,0.46065,-0.92588,-0.57741,-0.91164,0.015879,0,0,-0.018521,0.4345,0,0.041285,0,0,0.97152,-0.012446,0,0.97162,-0.57669,-0.92661,-0.91164,87.397,-0.80498,0.34268,0.0020535,0.54,0.02,0
0.20052,0.0091464,0.4411,-0.93995,-0.52932,-0.88187,0.015147,0,0,-0.075493,0.45832,0,0.039381,0,0,0.98348,-0.011571,0,0.98357,-0.52876,-0.9405,-0.88187,87.89,-0.78371,0.38578,0.0027207,0.56,0.02,0
0.19844,0.0095445,0.42131,-0.95275,-0.48408,-0.85236,0.013082,0,0,-0.13051,0.47876,0,0.034014,0,0,0.99435,-0.010222,0,0.99442,-0.48372,-0.95312,-0.85236,88.402,-0.76306,0.42801,0.0032871,0.58,0.02,0
0.1953,0.0098415,0.40132,-0.96327,-0.44353,-0.82336,0.010261,0,0,-0.18188,0.49378,0,0.026678,0,0,1.0038,-0.0086763,0,1.0038,-0.44333,-0.96347,-0.82336,88.869,-0.74339,0.46616,0.0036619,0.6,0.02,0
0.19117,0.010017,0.38116,-0.97098,-0.40852,-0.79501,0.0072231,0,0,-0.22876,0.50244,0,0.01878,0,0,1.0117,-0.0071169,0,1.0117,-0.40842,-0.97107,-0.79501,89.264,-0.72484,0.49851,0.0037908,0.62,0.02,0
0.18615,0.010066,0.36085,-0.97581,-0.37913,-0.76733,0.0043483,0,0,-0.27102,0.50467,0,0.011305,0,0,1.0181,-0.0056375,0,1.0181,-0.37909,-0.97584,-0.76733,89.582,-0.70742,0.52455,0.0036609,0.64,0.02,0
0.18033,0.0099972,0.34043,-0.97797,-0.35494,-0.74031,0.0018263,0,0,-0.30896,0.50098,0,0.0047485,0,0,1.0231,-0.0042681,0,1.0231,-0.35494,-0.97798,-0.74031,89.832,-0.69107,0.5446,0.0032921,0.66,0.02,0
0.17379,0.0098241,0.31993,-0.97781,-0.33533,-0.71388,-0.00030071,0,0,-0.34312,0.4921,0,-0.00078184,0,0,1.0267,-0.0029985,0,1.0267,-0.33533,-0.97781,-0.71388,-89.973,-0.67567,0.55935,0.0027237,0.68,0.02,0
0.1666,0.0095622,0.29937,-0.97569,-0.3196,-0.68796,-0.0020791,0,0,-0.37406,0.47886,0,-0.0054057,0,0,1.0291,-0.0017969,0,1.0291,-0.3196,-0.9757,-0.68796,-89.818,-0.66109,0.56963,0.0020017,0.7,0.02,0
0.15882,0.0092264,0.27877,-0.97191,-0.3071,-0.66247,-0.00359,0,0,-0.40228,0.46198,0,-0.0093341,0,0,1.0303,-0.00062148,0,1.0303,-0.30708,-0.97193,-0.66247,-89.691,-0.64716,0.57624,0.0011724,0.72,0.02,0
0.15051,0.0088305,0.25815,-0.96671,-0.2972,-0.63733,-0.0049112,0,0,-0.4282,0.44216,0,-0.012769,0,0,1.0303,0.0005721,0,1.0303,-0.29717,-0.96674,-0.63733,-89.58,-0.63375,0.5799,0.0002783,0.74,0.02,0
0.1417,0.0083872,0.23755,-0.96025,-0.28937,-0.61244,-0.0060907,0,0,-0.45215,0.41999,0,-0.015836,0,0,1.0291,0.0018259,0,1.0291,-0.28931,-0.96031,-0.61244,-89.48,-0.62069,0.58123,-0.00064354,0.76,0.02,0
0.13242,0.007909,0.21699,-0.95269,-0.28305,-0.58771,-0.0071285,0,0,-0.47447,0.39606,0,-0.018534,0,0,1.0266,0.0031732,0,1.0266,-0.28297,-0.95277,-0.58771,-89.39,-0.60782,0.58084,-0.0015621,0.78,0.02,0
0.12272,0.0074098,0.19649,-0.94422,-0.27764,-0.56305,-0.0079639,0,0,-0.49552,0.37102,0,-0.020706,0,0,1.0227,0.0046279,0,1.0227,-0.27755,-0.94432,-0.56305,-89.316,-0.59497,0.57942,-0.0024544,0.8,0.02,0
0.1126,0.0069065,0.17608,-0.93511,-0.27243,-0.53834,-0.0084773,0,0,-0.51579,0.34568,0,-0.022041,0,0,1.0173,0.0061697,0,1.0173,-0.27232,-0.93522,-0.53834,-89.267,-0.58196,0.5778,-0.003308,0.82,0.02,0
0.10208,0.0064196,0.1558,-0.92576,-0.26652,-0.51348,-0.008517,0,0,-0.53596,0.32105,0,-0.022144,0,0,1.0104,0.0077239,0,1.0104,-0.26641,-0.92587,-0.51348,-89.26,-0.56859,0.57706,-0.004125,0.84,0.02,0
0.091163,0.005973,0.13567,-0.91669,-0.25883,-0.48832,-0.0079605,0,0,-0.55688,0.29834,0,-0.020697,0,0,1.0019,0.0091457,0,1.002,-0.25873,-0.91678,-0.48832,-89.307,-0.55461,0.5785,-0.0049254,0.86,0.02,0
0.079811,0.00559,0.11572,-0.90846,-0.24825,-0.46273,-0.0067968,0,0,-0.57944,0.27882,0,-0.017672,0,0,0.99229,0.01022,0,0.99235,-0.24818,-0.90853,-0.46273,-89.41,-0.53982,0.58345,-0.005747,0.88,0.02,0
0.067985,0.0052887,0.095975,-0.90155,-0.23389,-0.43661,-0.0051884,0,0,-0.60442,0.26353,0,-0.01349,0,0,0.9819,0.010691,0,0.98197,-0.23385,-0.90159,-0.43661,-89.555,-0.52402,0.59295,-0.0066398,0.9,0.02,0
0.055634,0.005076,0.076444,-0.8962,-0.2154,-0.40992,-0.0034522,0,0,-0.63216,0.25288,0,-0.0089758,0,0,0.97147,0.010321,0,0.97154,-0.21538,-0.89622,-0.40992,-89.71,-0.50718,0.6074,-0.0076547,0.92,0.02,0
0.042699,0.0049443,0.057116,-0.8924,-0.19317,-0.38279,-0.0019451,0,0,-0.66249,0.2465,0,-0.0050573,0,0,0.96192,0.0089676,0,0.96197,-0.19317,-0.8924,-0.38279,-89.841,-0.48945,0.62634,-0.0088297,0.94,0.02,0
0.029134,0.0048749,0.037967,-0.88985,-0.16821,-0.35539,-0.00090209,0,0,-0.69481,0.24333,0,-0.0023454,0,0,0.9542,0.0066426,0,0.95423,-0.16821,-0.88985,-0.35539,-89.928,-0.47115,0.64864,-0.010181,0.96,0.02,0
0.014907,0.0048446,0.018948,-0.88818,-0.1417,-0.32791,-0.00032843,0,0,-0.72835,0.24207,0,-0.00085392,0,0,0.94917,0.0035381,0,0.94917,-0.1417,-0.88818,-0.32791,-89.975,-0.4526,0.67298,-0.011707,0.98,0.02,0
0,0.0048361,0,-0.86386,-0.10458,-0.29053,-0.00016417,0,0,-0.74533,0.24174,0,-0.00042685,0,0,0.94742,1.7564e-17,0,0.94742,-0.10458,-0.86386,-0.29053,-89.988,-0.41966,0.68549,-0.012531,1,0.02,0
